"動物編號","收容日期","收容園區","收容原因","來源區域","性別","來源地點","毛色毛長","晶片號碼","動物種類","犬牌編號","其他特徵","照片"
"10405260003","2015-05-26","南屯園區","陳情","北屯區","母","崇德6路","黑色","158097005982***","混種犬","","","http://www.animal.taichung.gov.tw/public/Data/119020/553113143071.JPG"
"10405260002","2015-05-26","南屯園區","陳情","太平區","母","永平路","黃色","","混種犬","","","http://www.animal.taichung.gov.tw/public/Data/119020/552613344471.JPG"
"10405260001","2015-05-26","南屯園區","陳情","北屯區","母","北坑巷","黑色","","混種犬","","","http://www.animal.taichung.gov.tw/public/Data/119020/552613321471.JPG"
"10405256002","2015-05-25","后里園區","陳情","新社區","母","龍安街","黑色","","混種犬","","","http://www.animal.taichung.gov.tw/public/Data/119020/552516461271.JPG"
"10405256001","2015-05-25","后里園區","陳情","神岡區","公","民權二街","黑色","","混種犬","","","http://www.animal.taichung.gov.tw/public/Data/119020/552511172771.JPG"
"10405250007","2015-05-25","南屯園區","陳情 ","南屯區","母","忠勇路","黑白","","貓","","","http://www.animal.taichung.gov.tw/public/Data/119020/552516391071.JPG"
"10405250006","2015-05-25","南屯園區","飼主不擬續養","北屯區","公","自行送交","黑色","","混種犬","","","http://www.animal.taichung.gov.tw/public/Data/119020/55251638771.JPG"
"10405250005","2015-05-25","南屯園區","飼主不擬續養 ","南屯區","母","自行送交","黑白黃","","混種犬","","","http://www.animal.taichung.gov.tw/public/Data/119020/552514434571.JPG"
"10405250004","2015-05-25","南屯園區","飼主不擬續養","太平區","母","自行送交","虎斑","","貓","","","http://www.animal.taichung.gov.tw/public/Data/119020/552513212671.JPG"
"10405250003","2015-05-25","南屯園區","飼主不擬續養","大肚區","公","自行送交","白色","","混種犬","","","http://www.animal.taichung.gov.tw/public/Data/119020/552513194971.JPG"
"10405250002","2015-05-25","南屯園區","陳情 ","南屯區","公","向上路5段","黑色","","混種犬","","","http://www.animal.taichung.gov.tw/public/Data/119020/552513182071.JPG"
"10405250001","2015-05-25","南屯園區","陳情","北屯區","公","北坑巷","黑黃","","混種犬","","","http://www.animal.taichung.gov.tw/public/Data/s_552616311771.JPG"
"10405246003","2015-05-24","后里園區","陳情","大安區","母","南安路","棕色","965000000329***","似黃金獵犬","","格紋項圈","http://www.animal.taichung.gov.tw/public/Data/119020/552416143771.JPG"
"10405246002","2015-05-24","后里園區","急難救助","豐原區","公","東陽路","黑白黃","","似米格魯","","紅黑項圈","http://www.animal.taichung.gov.tw/public/Data/119020/552411125671.JPG"
"10405246001","2015-05-24","后里園區","急難救助","新社區","母","中興街","虎斑","","混種犬","","","http://www.animal.taichung.gov.tw/public/Data/119020/552411104771.JPG"
"10405240002","2015-05-24","南屯園區","陳情","西區","公","民權路","虎斑","","貓","","","http://www.animal.taichung.gov.tw/public/Data/119020/55241048471.JPG"
"10405240001","2015-05-24","南屯園區","民眾拾獲","北區","母","美德街","白色","","混種犬","","","http://www.animal.taichung.gov.tw/public/Data/119020/552410232871.JPG"
"10405236003","2015-05-23","后里園區","陳情","清水區","公","海頂路","白虎斑","","貓","","","http://www.animal.taichung.gov.tw/public/Data/119020/55231362371.JPG"
"10405236002","2015-05-23","后里園區","陳情","清水區","母","海頂路","三花","","貓","","","http://www.animal.taichung.gov.tw/public/Data/119020/55231343771.JPG"
"10405236001","2015-05-23","后里園區","陳情","豐原區","母","信義街","黑色","","貓","","","http://www.animal.taichung.gov.tw/public/Data/119020/55231324271.JPG"
"10405230008","2015-05-23","南屯園區","民眾拾獲","潭子區","公","中山路2段","黑白","","似哈士奇","","","http://www.animal.taichung.gov.tw/public/Data/119020/552316552171.JPG"
"10405230007","2015-05-23","南屯園區","陳情","霧峰區","母","中投西路","米色","","混種犬","","","http://www.animal.taichung.gov.tw/public/Data/119020/552316534771.JPG"
"10405230006","2015-05-23","南屯園區","陳情","大肚區","母","沙田路3段","黃白","","貓","","","http://www.animal.taichung.gov.tw/public/Data/119020/552311301771.JPG"
"10405230005","2015-05-23","南屯園區","民眾拾獲","大里區","母","中興路1段","黃色","","混種犬","","","http://www.animal.taichung.gov.tw/public/Data/119020/55231126971.JPG"
"10405230004","2015-05-23","南屯園區","民眾拾獲","大肚區","母","沙田路","棕色","","混種犬","","104/5/25飼主領回","http://www.animal.taichung.gov.tw/public/Data/119020/552512491971.JPG"
"10405230003","2015-05-23","南屯園區","陳情","太平區","公","東平路","黑白","","混種犬","","","http://www.animal.taichung.gov.tw/public/Data/119020/552311243471.JPG"
"10405230002","2015-05-23","南屯園區","陳情","北屯區","母","崇德11路","虎斑","","混種犬","","","http://www.animal.taichung.gov.tw/public/Data/119020/552311235071.JPG"
"10405230001","2015-05-23","南屯園區","民眾拾獲","霧峰區","母","中投西路2段","黑色","","混種犬","","","http://www.animal.taichung.gov.tw/public/Data/119020/55239584671.JPG"
"10405226009","2015-05-22","后里園區","陳情","大安區","公","南海路","米黃","","混種犬","","","http://www.animal.taichung.gov.tw/public/Data/119020/552216195571.JPG"
"10405226008","2015-05-22","后里園區","陳情","清水區","母","菁埔路","虎斑","","貓","","","http://www.animal.taichung.gov.tw/public/Data/119020/552216182571.JPG"
"10405226007","2015-05-22","后里園區","陳情","潭子區","公","大豐路","米黃","158100965374***","似黃金獵犬","","104/05/22飼主領回","http://www.animal.taichung.gov.tw/public/Data/119020/552216172071.JPG"
"10405226006","2015-05-22","后里園區","急難救助","潭子區","公","潭富路","棕色","","混種犬","","","http://www.animal.taichung.gov.tw/public/Data/119020/552216125271.JPG"
"10405226005","2015-05-22","后里園區","急難救助","石岡區","母","豐勢路","黑色","","混種犬","","","http://www.animal.taichung.gov.tw/public/Data/119020/552216145371.JPG"
"10405226004","2015-05-22","后里園區","陳情","清水區","母","北堤路","黑色","","混種犬","","","http://www.animal.taichung.gov.tw/public/Data/119020/552212224971.JPG"
"10405226003","2015-05-22","后里園區","民眾拾獲","后里區","公","福美路","棕色","900108000735***","似貴賓","","格紋項圈
104.05.23飼主領回","http://www.animal.taichung.gov.tw/public/Data/119020/55221219871.JPG"
"10405226002","2015-05-22","后里園區","陳情","豐原區","公","中正路","橘色","","貓","","","http://www.animal.taichung.gov.tw/public/Data/119020/55221120671.JPG"
"10405226001","2015-05-22","后里園區","陳情","潭子區","公","祥和路","黑白","","貓","","","http://www.animal.taichung.gov.tw/public/Data/119020/552211184771.JPG"
"10405220012","2015-05-22","南屯園區","飼主不擬續養","大肚區","母","自行送交","三花","","貓","","","http://www.animal.taichung.gov.tw/public/Data/119020/552216292671.JPG"
"10405220011","2015-05-22","南屯園區","陳情","西屯區","公","文華路","白色","","瑪爾濟斯","","藍背帶","http://www.animal.taichung.gov.tw/public/Data/119020/5522162802.JPG"
"10405220010","2015-05-22","南屯園區","陳情 ","霧峰區","母","大坑巷","灰白","","貓","","","http://www.animal.taichung.gov.tw/public/Data/119020/552214182271.JPG"
"10405220009","2015-05-22","南屯園區","陳情 ","南屯區","母","大聖街","灰白","","貓","","","http://www.animal.taichung.gov.tw/public/Data/119020/552214171371.JPG"
"10405220008","2015-05-22","南屯園區","陳情 ","龍井區","公","海尾路","黑色","","貓","","","http://www.animal.taichung.gov.tw/public/Data/119020/552214102171.JPG"
"10405220007","2015-05-22","南屯園區","陳情 ","梧棲區","公","文昌路","虎斑","","混種犬","","","http://www.animal.taichung.gov.tw/public/Data/119020/5522149871.JPG"
"10405220006","2015-05-22","南屯園區","陳情 ","沙鹿區","母","中清路6段","黑色","","混種犬","","","http://www.animal.taichung.gov.tw/public/Data/119020/5522148771.JPG"
"10405220005","2015-05-22","南屯園區","陳情","西屯區","公","東大附中","虎斑","900108000730***","混種犬","","104/05/23飼主領回","http://www.animal.taichung.gov.tw/public/Data/119020/55221471371.JPG"
"10405220004","2015-05-22","南屯園區","陳情 ","太平區","公","正誠街","黃白","","吉娃娃","","","http://www.animal.taichung.gov.tw/public/Data/119020/55221455671.JPG"
"10405220003","2015-05-22","南屯園區","陳情 ","太平區","公","新平路","白色","","瑪爾濟斯","","","http://www.animal.taichung.gov.tw/public/Data/119020/55221445971.JPG"
"10405220002","2015-05-22","南屯園區","急難救助 ","太平區","母","工業20路","黑色","","混種犬","","","http://www.animal.taichung.gov.tw/public/Data/119020/55221435671.JPG"
"10405220001","2015-05-22","南屯園區","陳情","北區","母","文正派出所","棕色","","貴賓","","","http://www.animal.taichung.gov.tw/public/Data/119020/55229151771.JPG"
"10405216005","2015-05-21","后里園區","陳情","大雅區","公","學府路","虎斑","","貓","","","http://www.animal.taichung.gov.tw/public/Data/119020/552116334971.JPG"
"10405216004","2015-05-21","后里園區","飼主不擬續養","東勢區","公","自行送交","黑棕","","似挪威那","","已絕育","http://www.animal.taichung.gov.tw/public/Data/119020/552116191771.JPG"
"10405216003","2015-05-21","后里園區","陳情","神岡區","母","中山路","黑色","","混種犬","","","http://www.animal.taichung.gov.tw/public/Data/119020/55211451171.JPG"
"10405216002","2015-05-21","后里園區","陳情","豐原區","母","東陽路","米黃","","混種犬","","","http://www.animal.taichung.gov.tw/public/Data/119020/55211454471.JPG"
"10405216001","2015-05-21","后里園區","急難救助","大雅區","母","東大路","米色","","混種犬","","104/05/26飼主領回","http://www.animal.taichung.gov.tw/public/Data/119020/5521103471.JPG"
"10405210009","2015-05-21","南屯園區","陳情","霧峰區","母","大坑巷","黃白","","貓","","","http://www.animal.taichung.gov.tw/public/Data/119020/55221422171.JPG"
"10405210008","2015-05-21","南屯園區","陳情","龍井區","母","田尾厝巷","黑棕","","混種犬","","","http://www.animal.taichung.gov.tw/public/Data/119020/552214223371.JPG"
"10405210007","2015-05-21","南屯園區","急難救助","南區","公","建國南路一段","黑色","","混種犬","","","http://www.animal.taichung.gov.tw/public/Data/119020/552214224971.JPG"
"10405210006","2015-05-21","南屯園區","急難救助","北屯區","母","松山路","棕色","","混種犬","","104/5/22飼主領回","http://www.animal.taichung.gov.tw/public/Data/119020/55221423771.JPG"
"10405210005","2015-05-21","南屯園區","陳情","南屯區","公","大聖街","黑白","","貓","","","http://www.animal.taichung.gov.tw/public/Data/119020/552214234671.JPG"
"10405210004","2015-05-21","南屯園區","陳情","南屯區","母","大聖街","黑白","","貓","","","http://www.animal.taichung.gov.tw/public/Data/119020/552214241571.JPG"
"10405210003","2015-05-21","南屯園區","急難救助","霧峰區","公","丁台路","黑色","","混種犬","","","http://www.animal.taichung.gov.tw/public/Data/119020/552214243371.JPG"
"10405210002","2015-05-21","南屯園區","陳情","梧棲區","公","中南一路2段","黃色","","混種犬","","","http://www.animal.taichung.gov.tw/public/Data/119020/552214245471.JPG"
"10405210001","2015-05-21","南屯園區","陳情","太平區","母","樹德8街","虎斑","","混種犬","","","http://www.animal.taichung.gov.tw/public/Data/119020/552616443071.JPG"
