"動物編號","收容日期","收容園區","收容原因","來源區域","性別","來源地點","毛色毛長","晶片號碼","動物種類","犬牌編號","其他特徵","照片"
"10405290007","2015-05-29","南屯園區","陳情","西屯區","母","工業33路","黑白","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/9fe4f6bd2760ccab3de1e11ee8b3cc994ea92d2c.jpg"
"10405290006","2015-05-29","南屯園區","陳情","太平區","母","永成北路","玳瑁","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/9b312a3655a53db290bd0299655cb4027e9edd18.jpg"
"10405290005","2015-05-29","南屯園區","陳情","北區","母","雙十路與精武路口","黃色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/6d9053fa6de3dc5f2f44fcd931c5c09cd8a7435a.jpg"
"10405290004","2015-05-29","南屯園區","陳情","梧棲區","母","南堤路3段","黃色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/bf15eb039a029fe068cab1fdbcd0f27ca9dfcfa1.jpg"
"10405290003","2015-05-29","南屯園區","飼主不擬續養","大肚區","母","自行送交","黑白","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/3e3020456ab636ffef7fb38a5199b83f8925c241.jpg"
"10405290002","2015-05-29","南屯園區","飼主不擬續養","大肚區","公","自行送交","黑白","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/236745e90ded9fb7541f0d7dd384a0b7643b62c8.jpg"
"10405290001","2015-05-29","南屯園區","陳情","北屯區","公","太原路3段","黑白","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/8ba55692bc209968e31680604ddc234ab0d652be.jpg"
"10405286010","2015-05-28","后里園區","陳情","大甲區","公","中山路","黑色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/6b7344827fd0e81c8f8fe5b7876a3de8ac607a07.jpg"
"10405286009","2015-05-28","后里園區","陳情","豐原區","公","鐮村路","黑色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/60331cedb84599c237aa41a9b4ddee8e26bb17c1.jpg"
"10405286008","2015-05-28","后里園區","飼主不擬續養","潭子區","母","自行送交","黑黃","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/761bea72a3fa305ae8bad539ff4ea3c3f04cc972.jpg"
"10405286007","2015-05-28","后里園區","飼主不擬續養","后里區","母","自行送交","黃色","","似黃金獵犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/94de8f2e2b29e7659d7d869eee19e74beb12f565.jpg"
"10405286006","2015-05-28","后里園區","陳情","大雅區","母","學府路","黑色","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/f4076ff2d85c472c30ba580f574b936645dcde1e.jpg"
"10405286005","2015-05-28","后里園區","陳情","外埔區","母","長生路","黑白","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/8a6efce684a5101da6d08b5ad8d87a590981fd6a.jpg"
"10405286004","2015-05-28","后里園區","陳情","大雅區","母","中清路","黃色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/e0819ebac614c9b197c61e3795a26a029bd9f390.jpg"
"10405286003","2015-05-28","后里園區","陳情","大安區","母","東西九路","黑色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/ecdbf248ace0c7b51fe9fc835324cdc9a8679fa3.jpg"
"10405286002","2015-05-28","后里園區","陳情","外埔區","公","長生路","黑棕","","混種犬","","鐵鍊","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/64d03c0850b2469056341de8c846beb6e99b032d.jpg"
"10405286001","2015-05-28","后里園區","陳情","豐原區","母","三豐路","三花","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/1325e3796753d7a592a46e591e6f1a996c2b8dec.jpg"
"10405280019","2015-05-28","南屯園區","陳情","霧峰區","公","中投西路","白色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/2c7333ff7be8e2679c78922063dfd41e80d0834d.jpg"
"10405280018","2015-05-28","南屯園區","陳情","梧棲區","公","南堤消防隊","黃色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/310a4307dded7749f119fa1f145c9a32319b33f3.jpg"
"10405280017","2015-05-28","南屯園區","陳情","霧峰區","母","大坑巷","虎斑","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/39a85fe98055f3d5107a39167c23bf931ed642e2.jpg"
"10405280016","2015-05-28","南屯園區","陳情","南區","公","復興路","虎斑","","貓","","左剪耳/104/05/29飼主領回","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/8bacc7eba4dfbaebf9f8f3b562bf60bb954f2c82.jpg"
"10405280015","2015-05-28","南屯園區","民眾拾獲","西區","公","朝陽街","棕色","900108001449***","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/f016fa057a73e4e8d0050931a3490e91ea35c9d8.jpg"
"10405280014","2015-05-28","南屯園區","民眾拾獲","沙鹿區","母","鎮南路2段","虎斑","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/b729f6760562888ff782eec9053660dc1508b3b3.jpg"
"10405280013","2015-05-28","南屯園區","陳情","梧棲區","母","南堤路3段","黑棕","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/abecfbdf16e455a68aacbbdfaee73b1062578d71.jpg"
"10405280012","2015-05-28","南屯園區","陳情","梧棲區","公","南堤路3段","黑棕","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/c4c934e6ec5c067397062839a8196c6018ff1316.jpg"
"10405280011","2015-05-28","南屯園區","陳情","梧棲區","公","南堤路3段","黑棕","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/3c937e04c1a995ee7bbe9988d73f31abb39743dc.jpg"
"10405280010","2015-05-28","南屯園區","陳情","梧棲區","母","南堤路3段","黑棕","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/acf59c18e245b52ca4fa97d577061c28f13e84b9.jpg"
"10405280009","2015-05-28","南屯園區","民眾拾獲","大肚區","母","遊園路","虎斑","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/dc82535fabc7ec87e0c4bebd8e208d8e84366740.jpg"
"10405280008","2015-05-28","南屯園區","飼主不擬續養","南區","母","自行送交","白色","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/e1d89fc4885bcf4e6b5aa64333787731db3d34ef.jpg"
"10405280007","2015-05-28","南屯園區","陳情","烏日區","公","中山路3段","虎斑","","貓","","左剪耳","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/6982ef9e0300cd7f0ee85bc293f11025b8a0b8a6.jpg"
"10405280006","2015-05-28","南屯園區","急難救助","北區","公","太原北路","黑色","1312173***","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/930bf8a5eda779c0dbd3c1a6a028ecaa9f3182f2.jpg"
"10405280005","2015-05-28","南屯園區","急難救助","南屯區","公","黎明路與永順路口","棕色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/93c25f1d246fc4631f9eb416b8eb74ac84677deb.jpg"
"10405280004","2015-05-28","南屯園區","民眾拾獲","霧峰區","公","中正路","黃色","","混種犬","","104/5/28飼主領回","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/0734bef9493481c5cb0ed87bfa46e88e93b62b86.jpg"
"10405280003","2015-05-28","南屯園區"," 陳情  ","大里區","公","國中路","虎斑","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/4d3c1ec722992c99a027349b2f5fe27fa05c262d.jpg"
"10405280002","2015-05-28","南屯園區"," 陳情  ","南屯區","母","大墩路","虎斑","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/2b80a30526380bc0c934eb2fb97becb5d28fa25f.jpg"
"10405280001","2015-05-28","南屯園區","急難救助","太平區","公","太平22街","黑色","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/cfcc6d45c2ff174d5778be8b0b0bb1567a94d20b.jpg"
"10405276011","2015-05-27","后里園區","急難救助","豐原區","公","自強南路","黑白","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/603c4265bc5deec4d64c862775b22a616f3f0acd.jpg"
"10405276010","2015-05-27","后里園區","陳情","豐原區","公","南陽路","橘","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/d7c707a1b6c9ca6f4c31e88f0c09efbdda28e775.jpg"
"10405276009","2015-05-27","后里園區","陳情","豐原區","公","東陽路","黑色","","混種犬","","紅色項圈","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/eaae565413c3af787209c43d2b3886592e82bcec.jpg"
"10405276008","2015-05-27","后里園區","陳情","豐原區","母","東陽路","黑色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/090b9c25c49f92ee2230b6a2b9700b88b1efc1f9.jpg"
"10405276007","2015-05-27","后里園區","陳情","豐原區","公","大豐路","黑色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/25a2fe66ed598d7dc98da391f29206bd7816be53.jpg"
"10405276006","2015-05-27","后里園區","急難救助","潭子區","公","中山路","黑灰","","混種犬","","迷彩項圈","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/0ee215df7856561fb811b2217e7aa0066b849546.jpg"
"10405276004","2015-05-27","后里園區","急難救助","豐原區","公","育英路","黑白","900138000377***","似吉娃娃","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/b501fca6ee0473255f29d5606fb4631c26ca6d67.jpg"
"10405276003","2015-05-27","后里園區","陳情","大甲區","","文武路","綠色","","似鸚鵡","","左腳有腳環","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/121a2d4edf64a733a2d1a163e8c429a973bd76f0.jpg"
"10405276002","2015-05-27","后里園區","陳情","大雅區","公","中清路","黃色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/87059c20391280b0d7eb045fe532811c8703ef20.jpg"
"10405276001","2015-05-27","后里園區","陳情","大雅區","母","中清路","黃色","900108001495***","混種犬","","鐵鍊104/5/30飼主領回","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/40d07a9659868366115d9c70a33e5535a29c8638.jpg"
"10405270004","2015-05-27","南屯園區","陳情","霧峰區","母","光明路","三花","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/a34f7a45123be86a0615c4737384aa98af624f37.jpg"
"10405270003","2015-05-27","南屯園區","飼主不擬續養","太平區","公","自行送交","黑色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/9fef13b8ba80d2fcc90527664b84c73c9b771df8.jpg"
"10405270002","2015-05-27","南屯園區","民眾拾獲","中區","公","中華路","白虎斑","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/eee95faa03a1056ce0a01ff11a2c4feb8e56e832.jpg"
"10405270001","2015-05-27","南屯園區","民眾拾獲","南屯區","母","永春東路與萬和路口","虎斑","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/92eba4147e7a928eda29cc22896f2072bcc84436.jpg"
"10405266006","2015-05-26","后里園區","飼主不擬續養","大甲區","母","自行送交","白色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/d5ff90b246ef06c8084cc566e1f59ecd29059212.jpg"
"10405266005","2015-05-26","后里園區","民眾拾獲","梧棲區","母","東京保齡球場","白色","900108000740***","混種犬","","104/06/01飼主領回","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/f897c947c51ef4fd82d25205e1a43326eacf407b.jpg"
"10405266003","2015-05-26","后里園區","陳情","新社區","母","下坪路","棕色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/0a2d20fd590b5813b09bf4668c68359658a4f21f.jpg"
"10405266002","2015-05-26","后里園區","陳情","新社區","公","龍安街","棕色","","混種犬","","紅綠項圈","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/ebd6584259e8e2813b46057fc6c355936d68766d.jpg"
"10405266001","2015-05-26","后里園區","陳情","清水區","母","鎮新路","黑色","","混種犬","","左剪耳 短尾巴","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/7a5d09781285e4338f7ba5a2871a0a727e52b9b0.jpg"
"10405260006","2015-05-26","南屯園區","民眾拾獲","中區","公","綠川西街","白色","","瑪爾濟斯","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/39da0885e9d1257acdbf4744629640b02cd16922.jpg"
"10405260005","2015-05-26","南屯園區","陳情","北屯區","母","四平路","花色","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/c716c1663c3446fcdf410c75d19a01f268cd3fc5.jpg"
"10405260004","2015-05-26","南屯園區","陳情","北屯區","公","太原路","黑色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/2bb14c2df1feb586bc07d3a39b254444abcc6bc8.jpg"
"10405260003","2015-05-26","南屯園區","陳情","北屯區","母","崇德6路","黑色","158097005982***","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/55cddec6a4e8c5350aa7d67e1f85623d93c7db4c.jpg"
"10405260002","2015-05-26","南屯園區","陳情","太平區","母","永平路","黃色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/46fd22562b7fef05e99e37c1d4ebd5f954352381.jpg"
"10405260001","2015-05-26","南屯園區","陳情","北屯區","母","北坑巷","黑色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/69f1920a2b0592ea53cbb001a62201c30afe039c.jpg"
"10405256002","2015-05-25","后里園區","陳情","新社區","母","龍安街","黑色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/9e1676e6fbf99409c8a203343c22e79b4d181fd3.jpg"
"10405256001","2015-05-25","后里園區","陳情","神岡區","公","民權二街","黑色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/186defeafe5fcbe175e2fa9d978588b6a5101326.jpg"
"10405250007","2015-05-25","南屯園區","陳情 ","南屯區","母","忠勇路","黑白","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/6cb549b7e0f97da7f56a75713c87653f5c8c583c.jpg"
"10405250006","2015-05-25","南屯園區","飼主不擬續養","北屯區","公","自行送交","黑色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/7cd9147450fe0cdae96ce11f47fc12dccd99bb5b.jpg"
"10405250005","2015-05-25","南屯園區","飼主不擬續養 ","南屯區","母","自行送交","黑白黃","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/d39b83d091c49c81bc7cf6fcc10ec818319db39e.jpg"
"10405250004","2015-05-25","南屯園區","飼主不擬續養","太平區","母","自行送交","虎斑","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/1604bdb29db60301b9237192b523ca105b600dc8.jpg"
"10405250003","2015-05-25","南屯園區","飼主不擬續養","大肚區","公","自行送交","白色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/ca3dd609d2d8a713b0510589e0bcb3a011084816.jpg"
"10405250002","2015-05-25","南屯園區","陳情 ","南屯區","公","向上路5段","黑色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/391b6c6d0b177c6040f6cde7f2b695310fbeb6c5.jpg"
"10405250001","2015-05-25","南屯園區","陳情","北屯區","公","北坑巷","黑黃","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/36ed33bc048425241f5b550151d6e8d46f46b00c.jpg"
"10405246003","2015-05-24","后里園區","陳情","大安區","母","南安路","棕色","965000000329***","似黃金獵犬","","格紋項圈","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/0ad71026c4f579b661a87489d2fe42a24f44edf0.jpg"
"10405246002","2015-05-24","后里園區","急難救助","豐原區","公","東陽路","黑白黃","","似米格魯","","紅黑項圈","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/80d93143d7fafdd63b42afcf6e5bbbe0f7a9a129.jpg"
"10405246001","2015-05-24","后里園區","急難救助","新社區","母","中興街","虎斑","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/114bd88ae05915881c5397275df7f6a6e940afbd.jpg"
"10405240002","2015-05-24","南屯園區","陳情","西區","公","民權路","虎斑","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/4cd6bf9b8f4657a7646e33a31e75bafe539a78ae.jpg"
"10405240001","2015-05-24","南屯園區","民眾拾獲","北區","母","美德街","白色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/e7fcd214a1790b17c20121edd730daa9bbf57a1b.jpg"
"10405236003","2015-05-23","后里園區","陳情","清水區","公","海頂路","白虎斑","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/db7ec6195e09fad2dd5921d6aabaa9e457fd38b7.jpg"
"10405236002","2015-05-23","后里園區","陳情","清水區","母","海頂路","三花","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/530ae82f83086b84cfd3477613dec0ab34f57fff.jpg"
"10405236001","2015-05-23","后里園區","陳情","豐原區","母","信義街","黑色","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/046782ca968da12536d88faa3d617eb00ba5d8e7.jpg"
"10405230008","2015-05-23","南屯園區","民眾拾獲","潭子區","公","中山路2段","黑白","","似哈士奇","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/f645fa94ed57b93d5486f93d123498e8a83512be.jpg"
"10405230007","2015-05-23","南屯園區","陳情","霧峰區","母","中投西路","米色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/6263876a7b7de74ddf869e7cb77e51d36cbc18e0.jpg"
"10405230006","2015-05-23","南屯園區","陳情","大肚區","母","沙田路3段","黃白","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/398faa5e472c17b8cb7beaf92a80bf003655ec65.jpg"
"10405230005","2015-05-23","南屯園區","民眾拾獲","大里區","母","中興路1段","黃色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/1cad1839a163e2b73ff0b2baedcaa93ae8e24920.jpg"
"10405230004","2015-05-23","南屯園區","民眾拾獲","大肚區","母","沙田路","棕色","","混種犬","","104/5/25飼主領回","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/ebadfd4542f7cc00304fe9c78494b8d04435f4ba.jpg"
"10405230003","2015-05-23","南屯園區","陳情","太平區","公","東平路","黑白","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/e82a292e8e66864b94e69d22319badddca85a4d9.jpg"
"10405230002","2015-05-23","南屯園區","陳情","北屯區","母","崇德11路","虎斑","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/877316d99233cc2830f35020656826c3aa099e3b.jpg"
"10405230001","2015-05-23","南屯園區","民眾拾獲","霧峰區","母","中投西路2段","黑色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/c6b07038684b26c7a593a8bddd5039a34a3ce639.jpg"
"10405226009","2015-05-22","后里園區","陳情","大安區","公","南海路","米黃","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/ff4e3050ec794c468420b0805ceee0bfdd79f781.jpg"
"10405226008","2015-05-22","后里園區","陳情","清水區","母","菁埔路","虎斑","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/76d5e6e960d3f4558f7978fea1bdf0a032ed2547.jpg"
"10405226007","2015-05-22","后里園區","陳情","潭子區","公","大豐路","米黃","158100965374***","似黃金獵犬","","104/05/22飼主領回","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/9b9a88318844c99aa964093e0d6a01375fa63926.jpg"
"10405226006","2015-05-22","后里園區","急難救助","潭子區","公","潭富路","棕色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/7e8a4080c189a397ec660e6ae70a9161a9a874c7.jpg"
"10405226005","2015-05-22","后里園區","急難救助","石岡區","母","豐勢路","黑色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/3af12fb599e476242a69a53b4c9cc8a2357ce78c.jpg"
"10405226004","2015-05-22","后里園區","陳情","清水區","母","北堤路","黑色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/b503cbec14dbd831f5fbca55fee5ba9fa40abc04.jpg"
"10405226003","2015-05-22","后里園區","民眾拾獲","后里區","公","福美路","棕色","900108000735***","似貴賓","","格紋項圈
104.05.23飼主領回","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/c5547c144844f1b7b9a0370d246700e22efe467e.jpg"
"10405226002","2015-05-22","后里園區","陳情","豐原區","公","中正路","橘色","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/26d2f17468e66ba69fcd2d98e8389037a2728f82.jpg"
"10405226001","2015-05-22","后里園區","陳情","潭子區","公","祥和路","黑白","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/ded36985379f2a59fdb7f5237e425aec4c2fc6bf.jpg"
"10405220012","2015-05-22","南屯園區","飼主不擬續養","大肚區","母","自行送交","三花","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/6a6f9684f7e22cb099eefa0983bd88854c9498f9.jpg"
"10405220011","2015-05-22","南屯園區","陳情","西屯區","公","文華路","白色","","瑪爾濟斯","","藍背帶","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/10b0160a834bff54fcea86c8012694a0bcec2243.jpg"
"10405220010","2015-05-22","南屯園區","陳情 ","霧峰區","母","大坑巷","灰白","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/1d3e217bd4b25f7a8911243535bb424ce627dc64.jpg"
"10405220009","2015-05-22","南屯園區","陳情 ","南屯區","母","大聖街","灰白","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/504ddb7842ec1c28bc3a378bb24e29adf21fa6af.jpg"
"10405220008","2015-05-22","南屯園區","陳情 ","龍井區","公","海尾路","黑色","","貓","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/08ba18b95e5703ba951d02c5dd6c6dfdce26f08d.jpg"
"10405220007","2015-05-22","南屯園區","陳情 ","梧棲區","公","文昌路","虎斑","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/7b48a511e50fb1fdc73b2ce58ff4cc775d742282.jpg"
"10405220006","2015-05-22","南屯園區","陳情 ","沙鹿區","母","中清路6段","黑色","","混種犬","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/5fe7924d904c718281da9a2b9306fd4f76554a3d.jpg"
"10405220005","2015-05-22","南屯園區","陳情","西屯區","公","東大附中","虎斑","900108000730***","混種犬","","104/05/23飼主領回","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/9e03dfeb76b881216cd321bf8bb3f619f54db1c0.jpg"
"10405220004","2015-05-22","南屯園區","陳情 ","太平區","公","正誠街","黃白","","吉娃娃","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/93569eaf5db685377d0fd6a4b63b9f862f16ec2c.jpg"
"10405220003","2015-05-22","南屯園區","陳情 ","太平區","公","新平路","白色","","瑪爾濟斯","","","https://g0v.github.io/animal.coa/%E8%87%BA%E4%B8%AD%E5%B8%82/2015-06-03/69a3c086e4b6e3708e3aa016aaca74c0851eecde.jpg"
