收容編號,進所日期,捕獲鄉鎮市,進所原因,年齡,性別,毛色,品種,體型,絕育,晶片號碼,位置,籠舍,url,image_url
1041117,104年05月13日,"五結  蝦之城",公所捕獲,3月齡以下,母,黑,混種狗,小,,無,宜蘭縣動植物防疫所,幼-10,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7729,http://asms.wsn.com.tw/Eland/Upload/104-1117/B66DE8AD4BB046619D1F36901F8C7612.jpg
1041118,104年05月13日,"五結  蝦之城",公所捕獲,3月齡以下,母,黑,混種狗,小,,無,宜蘭縣動植物防疫所,幼-10,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7730,http://asms.wsn.com.tw/Eland/Upload/104-1118/4F0A54BE1DD54BCF869A4829CE0F49C5.jpg
1041120,104年05月13日,"五結  傳藝路",公所捕獲,"1-3 歲",公,黑,混種狗,大,,無,宜蘭縣動植物防疫所,D-5,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7732,http://asms.wsn.com.tw/Eland/Upload/104-1120/872E4D5984D041B3802ACE1332ED9970.jpg
1041121,104年05月13日,"五結  蝦之城",公所捕獲,3-7歲,母,黑,混種狗,大,,無,宜蘭縣動植物防疫所,E-10,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7733,http://asms.wsn.com.tw/Eland/Upload/104-1121/F2021DCD50F0460EAAF7D5910D5740C7.jpg
1041122,104年05月13日,"五結  傳藝路",公所捕獲,3-7歲,公,棕,混種狗,大,,無,宜蘭縣動植物防疫所,D-7,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7734,http://asms.wsn.com.tw/Eland/Upload/104-1122/C615214FB02F49688422769A7CEAD9A3.jpg
1041124,104年05月13日,"五結  鎮安村",公所捕獲,3-7歲,公,棕,混種狗,大,,無,宜蘭縣動植物防疫所,D-7,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7736,"http://asms.wsn.com.tw/Eland/Upload/104-1124/D-7 104-1124.jpg"
1041128,104年05月13日,"大同  寒溪",公所捕獲,3-7歲,公,"黑白 紅項圈",混種狗,大,,無,宜蘭縣動植物防疫所,D-9,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7740,http://asms.wsn.com.tw/Eland/Upload/104-1128/DACAE9951B114FF7BE77F385F4B0C22A.jpg
1041131,104年05月13日,"大同  崙埤",公所捕獲,3月齡以下,公,虎斑,混種狗,小,,無,宜蘭縣動植物防疫所,保育室-,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7743,http://asms.wsn.com.tw/Eland/Upload/104-1131/67253081BF2B43CA86996C8FC66CCFCB.jpg
1041132,104年05月13日,"礁溪  龍潭",公所捕獲,3-7歲,母,黑,混種狗,大,,無,宜蘭縣動植物防疫所,E-16,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7744,http://asms.wsn.com.tw/Eland/Upload/104-1132/A6E39164ADF1497DAE6580B7F0131507.jpg
1041133,104年05月13日,"礁溪  玉石村",公所捕獲,3-7歲,公,黑,混種狗,大,,無,宜蘭縣動植物防疫所,D-11,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7745,http://asms.wsn.com.tw/Eland/Upload/104-1133/7DBB87BB73934AA3A2AC0072901E3B05.jpg
1041137,104年05月14日,"羅東  羅東",民眾棄養,3-7歲,公,黑白,吉娃娃,小,是,無,宜蘭縣動植物防疫所,保育室-,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7749,http://asms.wsn.com.tw/Eland/Upload/104-1137/74AC0288888C48029ED95476E2C55221.jpg
1041139,104年05月14日,"蘇澳  永愛路",民眾棄養,3-7歲,公,白,金吉拉,大,,無,宜蘭縣動植物防疫所,幸福貓舍-,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7752,http://asms.wsn.com.tw/Eland/Upload/104-1139/66C1C61D131C49F19172339018F3A228.jpg
1041142,104年05月14日,"員山  員山路",公所捕獲,"1-3 歲",公,虎斑,混種狗,大,,無,宜蘭縣動植物防疫所,D-15,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7755,http://asms.wsn.com.tw/Eland/Upload/104-1142/68DABD8210BF431D8DE541402B8DF11E.jpg
1041144,104年05月14日,"五結  西河二路",民眾送交,3-7歲,,白虎斑,混種貓,大,,無,宜蘭縣動植物防疫所,幸福貓舍-,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7757,http://asms.wsn.com.tw/Eland/Upload/104-1144/1EDAD94CDDED48BFA29DFDD1CE80822A.jpg
1041147,104年05月15日,"員山  員山路一段",公所捕獲,"1-3 歲",公,棕,混種狗,大,,無,宜蘭縣動植物防疫所,D-12,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7760,http://asms.wsn.com.tw/Eland/Upload/104-1147/2DD99F84E08045F1BE9BD486ADD0EB9A.jpg
1041148,104年05月15日,"五結  親河路加油站",公所捕獲,"1-3 歲",母,黑,混種狗,大,,無,宜蘭縣動植物防疫所,E-12,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7761,"http://asms.wsn.com.tw/Eland/Upload/104-1148/E-12 104-1148.jpg"
1041152,104年05月15日,"頭城  北宜路",民眾送交,3月齡以下,公,棕,混種狗,小,,無,宜蘭縣動植物防疫所,保育室-,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7765,http://asms.wsn.com.tw/Eland/Upload/104-1152/76F6BFF1A4914C12BB19045B96C2D29D.jpg
1041153,104年05月15日,"頭城  北宜路",民眾送交,3月齡以下,母,棕,混種狗,小,,無,宜蘭縣動植物防疫所,保育室-,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7766,http://asms.wsn.com.tw/Eland/Upload/104-1153/E69EFAAD404B47E582606238A7BDB98B.jpg
1041158,104年05月15日,"五結  西河路",民眾送交,3月齡以下,,三花,混種貓,小,,無,宜蘭縣動植物防疫所,幸福貓舍-,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7771,http://asms.wsn.com.tw/Eland/Upload/104-1158/967FB05EEC824401B402C57499DBEEB6.jpg
1041159,104年05月15日,"五結  西河路",民眾送交,3月齡以下,,虎斑,混種貓,小,,無,宜蘭縣動植物防疫所,幸福貓舍-,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7772,http://asms.wsn.com.tw/Eland/Upload/104-1159/EAA6B66424AD4585B1DE73BCF12FF233.jpg
1041160,104年05月15日,"五結  西河路",民眾送交,3月齡以下,,虎斑,混種貓,小,,無,宜蘭縣動植物防疫所,幸福貓舍-,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7773,http://asms.wsn.com.tw/Eland/Upload/104-1160/889B744A3B104A5FB8C81CE3B43B052F.jpg
1041161,104年05月15日,"五結  西河路",民眾送交,3月齡以下,,虎斑,混種貓,小,,無,宜蘭縣動植物防疫所,幸福貓舍-,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7774,http://asms.wsn.com.tw/Eland/Upload/104-1161/EB90DB5632BF437691EEA7F62F690A58.jpg
1041166,104年05月18日,"宜蘭  宜大",本所捕獲,3-7歲,公,棕,混種狗,大,,無,宜蘭縣動植物防疫所,D-1,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7779,http://asms.wsn.com.tw/Eland/Upload/104-1166/8E5DADF9929F4B71B2BC2A4704E772F8.jpg
1041167,104年05月18日,"五結  利寶路",本所捕獲,3月齡以下,母,黑,混種狗,小,,無,宜蘭縣動植物防疫所,保育室-,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7780,http://asms.wsn.com.tw/Eland/Upload/104-1167/F95C4AF411394B209253980560E69858.jpg
1041168,104年05月18日,"員山  員山路",公所捕獲,3-7歲,公,黑,混種狗,大,,無,宜蘭縣動植物防疫所,D-3,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7781,http://asms.wsn.com.tw/Eland/Upload/104-1168/FA1F23115E1A42109C8B73941A64C41B.jpg
1041169,104年05月18日,"員山  員山路",公所捕獲,"1-3 歲",公,白,混種狗,大,,無,宜蘭縣動植物防疫所,中庭區-,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7782,http://asms.wsn.com.tw/Eland/Upload/104-1169/7C673415B0C24AE481CDB9AFB13ABA49.jpg
1041171,104年05月19日,"羅東  敬業路",本所捕獲,3月齡以下,,虎斑,混種貓,小,,無,宜蘭縣動植物防疫所,幸福貓舍-,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7784,http://asms.wsn.com.tw/Eland/Upload/104-1171/03932FCF28644EB48A2CCB563452CF1D.jpg
1041173,104年05月19日,"宜蘭  慈安路",公所捕獲,3-7歲,母,虎斑,混種狗,大,,無,宜蘭縣動植物防疫所,E-5,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7786,http://asms.wsn.com.tw/Eland/Upload/104-1173/980DD306A34B4E51AD9FB0610AE83866.jpg
1041175,104年05月19日,"頭城  中崙路",公所捕獲,3-7歲,母,黑白,混種狗,大,,無,宜蘭縣動植物防疫所,E-2,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7788,http://asms.wsn.com.tw/Eland/Upload/104-1175/F4F8A2D329B54C2F9D6318575B69C7A3.jpg
1041176,104年05月19日,"頭城  南門路",公所捕獲,3-7歲,母,黑,混種狗,大,,無,宜蘭縣動植物防疫所,E-16,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7789,http://asms.wsn.com.tw/Eland/Upload/104-1176/4864664A2B0743E9BCE54793223E25E7.jpg
1041177,104年05月19日,"頭城  中崙路",公所捕獲,3-7歲,母,黑,混種狗,大,,無,宜蘭縣動植物防疫所,E-8,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7790,"http://asms.wsn.com.tw/Eland/Upload/104-1177/E-8 104-1177.jpg"
1041180,104年05月20日,"員山  員山路",公所捕獲,6月齡-1歲,母,黑,混種狗,中,,無,宜蘭縣動植物防疫所,C-1,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7793,http://asms.wsn.com.tw/Eland/Upload/104-1180/B6B4C3BB409A4719B3DB8EF3EC94D211.jpg
1041181,104年05月20日,"大同  鄉公所",公所捕獲,3-6月齡,母,棕,混種狗,小,,無,宜蘭縣動植物防疫所,C-2,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7794,http://asms.wsn.com.tw/Eland/Upload/104-1181/AB66D864D2DA469AA7ABCBEC73563E42.jpg
1041182,104年05月20日,"大同  鄉公所",公所捕獲,3-6月齡,母,棕,混種狗,小,,無,宜蘭縣動植物防疫所,C-2,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7795,http://asms.wsn.com.tw/Eland/Upload/104-1182/4CD973AF7FB846038CC9071B367CC0DC.jpg
1041183,104年05月20日,"大同  鄉公所",公所捕獲,3-6月齡,公,棕黑,混種狗,小,,無,宜蘭縣動植物防疫所,C-2,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7796,http://asms.wsn.com.tw/Eland/Upload/104-1183/B9009F76892C4866AD05D0F0F3196546.jpg
1041186,104年05月21日,"員山   阿蘭城",公所捕獲,"1-3 歲",公,黑,混種狗,大,,無,宜蘭縣動植物防疫所,D-14,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7799,http://asms.wsn.com.tw/Eland/Upload/104-1186/0C3A5C8F25024710B41DD64D7E7BA9A1.jpg
1041187,104年05月22日,"羅東  南興街",公所捕獲,3-6月齡,母,黑,混種狗,小,,無,宜蘭縣動植物防疫所,C-1,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7800,http://asms.wsn.com.tw/Eland/Upload/104-1187/7C3735C88D664C9EB50A1824CE91E8B9.jpg
1041188,104年05月22日,"冬山  柯林路",民眾送交,"1-3 歲",公,黑,混種狗,大,,無,宜蘭縣動植物防疫所,D-7,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7801,http://asms.wsn.com.tw/Eland/Upload/104-1188/6C2C39558F5B4C768EAE3635610A46DB.jpg
1041189,104年05月22日,"蘇澳  蘇澳鎮公所",公所捕獲,3-7歲,公,黃,混種狗,大,,無,宜蘭縣動植物防疫所,D-10,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7802,http://asms.wsn.com.tw/Eland/Upload/104-1189/BCFE8AA11AFE42CD9C8D5AB72CA122F2.jpg
1041190,104年05月22日,"蘇澳  蘇澳鎮公所",公所捕獲,3-6月齡,公,黑,混種狗,中,,無,宜蘭縣動植物防疫所,C-1,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7803,http://asms.wsn.com.tw/Eland/Upload/104-1190/45F68AC0280D4BABB1D07A83C91A6409.jpg
1041192,104年05月22日,"五結  大吉五路",公所捕獲,3月齡以下,公,虎斑,混種狗,小,,無,宜蘭縣動植物防疫所,C-4,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7805,http://asms.wsn.com.tw/Eland/Upload/104-1192/E260D5D4ADC3405D9ABFDB054DE592BF.jpg
1041193,104年05月22日,"五結  大吉五路",公所捕獲,3月齡以下,母,虎斑,混種狗,小,,無,宜蘭縣動植物防疫所,C-4,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7806,http://asms.wsn.com.tw/Eland/Upload/104-1193/EC8D627FDEAF4B6B8D46FE77DE1CFE74.jpg
1041196,104年05月22日,"五結  西濱路",民眾送交,3月齡以下,公,黑,混種狗,小,,無,宜蘭縣動植物防疫所,C-6,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7809,http://asms.wsn.com.tw/Eland/Upload/104-1196/303380E2D43F495EBFF665D58AEC6D14.jpg
1041197,104年05月22日,"五結  西濱路",民眾送交,3月齡以下,公,黑,混種狗,小,,無,宜蘭縣動植物防疫所,C-6,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7810,http://asms.wsn.com.tw/Eland/Upload/104-1197/33010BECC7674257A28EDDDD49D19EEC.jpg
1041198,104年05月22日,"五結  西濱路",民眾送交,3月齡以下,公,黑,混種狗,小,,無,宜蘭縣動植物防疫所,C-6,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7811,http://asms.wsn.com.tw/Eland/Upload/104-1198/833B86DCA7FC4866872CAA58F73335F8.jpg
1041199,104年05月22日,"五結  西濱路",民眾送交,3月齡以下,公,黑,混種狗,小,,無,宜蘭縣動植物防疫所,C-6,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7812,http://asms.wsn.com.tw/Eland/Upload/104-1199/7A5B7D4995C34ED1B2B70539DA92D8CD.jpg
1041200,104年05月22日,"五結  西濱路",民眾送交,3月齡以下,母,黑,混種狗,小,,無,宜蘭縣動植物防疫所,C-4,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7813,http://asms.wsn.com.tw/Eland/Upload/104-1200/167560762807442F9EAF7C4DACE28067.jpg
1041201,104年05月22日,"五結  西濱路",民眾送交,3-6月齡,母,黑,混種狗,小,,無,宜蘭縣動植物防疫所,C-4,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7814,http://asms.wsn.com.tw/Eland/Upload/104-1201/383D3EBBED8E4E799E48753A5E12CB6C.jpg
1041202,104年05月22日,"五結  西濱路",民眾送交,3月齡以下,母,黑,混種狗,小,,無,宜蘭縣動植物防疫所,C-4,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7815,http://asms.wsn.com.tw/Eland/Upload/104-1202/48229D235711417DAC8587EA8CCF6E39.jpg
1041203,104年05月25日,"礁溪  下宜八",公所捕獲,3-7歲,公,黑,混種狗,大,,無,宜蘭縣動植物防疫所,D-5,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7816,http://asms.wsn.com.tw/Eland/Upload/104-1203/2B6D678A2D4A4657974B4AA16F67B8CF.jpg
1041204,104年05月25日,"壯圍  中央路",公所捕獲,"1-3 歲",公,黑,混種狗,大,,無,宜蘭縣動植物防疫所,D-8,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7817,http://asms.wsn.com.tw/Eland/Upload/104-1204/C5B07279B62D4DDA8EE9905E0DE511DA.jpg
1041206,104年05月25日,"宜蘭  校舍路",民眾送交,"1-3 歲",公,黑白,混種狗,大,,無,宜蘭縣動植物防疫所,D-16,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7819,http://asms.wsn.com.tw/Eland/Upload/104-1206/B8CA3EA6D9EF4E25B455F2F263E6A5AB.jpg
1041209,104年05月25日,"蘇澳  豆腐岬",本所捕獲,3月齡以下,母,黑,混種狗,小,,無,宜蘭縣動植物防疫所,C-1,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7822,http://asms.wsn.com.tw/Eland/Upload/104-1209/D16212A17B5D4E80B83D08B9158354A5.jpg
1041210,104年05月26日,"三星  三星鄉公所",公所捕獲,3-7歲,公,黃,混種狗,大,,無,宜蘭縣動植物防疫所,D-1,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7823,http://asms.wsn.com.tw/Eland/Upload/104-1210/3BC6FD636B984614A3618DCC571535E9.jpg
1041211,104年05月26日,"三星  三星鄉公所",公所捕獲,3月齡以下,母,黑,混種狗,小,,無,宜蘭縣動植物防疫所,C-3,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7824,http://asms.wsn.com.tw/Eland/Upload/104-1211/7CD78AF040B34CE1A7F7EB53142EB959.jpg
1041212,104年05月26日,"三星  三星鄉公所",公所捕獲,3月齡以下,母,黑,混種狗,小,,無,宜蘭縣動植物防疫所,C-3,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7825,http://asms.wsn.com.tw/Eland/Upload/104-1212/6E15601DC3D040CEB09B711582CB8FF1.jpg
1041213,104年05月26日,"員山  員山路",民眾棄養,"1-3 歲",公,黑,混種狗,大,,無,宜蘭縣動植物防疫所,哺-2,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7826,http://asms.wsn.com.tw/Eland/Upload/104-1213/851D8D3954284AD38B0B651CDE3DC433.jpg
1041214,104年05月26日,"五結  復興路二段",公所捕獲,"1-3 歲",母,黑,混種狗,大,,無,宜蘭縣動植物防疫所,E-1,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7827,http://asms.wsn.com.tw/Eland/Upload/104-1214/051F1E02DE2B46768CE37F452C3BE69B.jpg
1041217,104年05月26日,"五結  利工一路",民眾送交,3月齡以下,母,黑,混種狗,小,,無,宜蘭縣動植物防疫所,保育室-,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7830,http://asms.wsn.com.tw/Eland/Upload/104-1217/FFBD1721E68F4C1F9DFD285296073D77.jpg
1041218,104年05月26日,"頭城  武營",公所捕獲,3-7歲,,黃,混種貓,大,,無,宜蘭縣動植物防疫所,幸福貓舍-,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7831,http://asms.wsn.com.tw/Eland/Upload/104-1218/FA8239781D314CF4A72E7EE44EAFC57D.jpg
1041219,104年05月26日,"頭城  外澳",公所捕獲,3月齡以下,公,棕,混種狗,小,,無,宜蘭縣動植物防疫所,幼-8,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7832,http://asms.wsn.com.tw/Eland/Upload/104-1219/2279F28A1B834BC5847E063A8FE4D331.jpg
1041220,104年05月26日,"頭城  外澳",公所捕獲,3月齡以下,母,棕,混種狗,小,,無,宜蘭縣動植物防疫所,幼-8,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7833,http://asms.wsn.com.tw/Eland/Upload/104-1220/29D630F5ADB24E3EAA5A1BF1E6609FE7.jpg
1041221,104年05月26日,"頭城  外澳",公所捕獲,3月齡以下,母,棕,混種狗,小,,無,宜蘭縣動植物防疫所,幼-8,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7834,http://asms.wsn.com.tw/Eland/Upload/104-1221/8978AE2ADBF94BE187C7A2A60FF96929.jpg
1041222,104年05月26日,"頭城  外澳",公所捕獲,3月齡以下,母,棕,混種狗,小,,無,宜蘭縣動植物防疫所,幼-8,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7835,http://asms.wsn.com.tw/Eland/Upload/104-1222/CF174E35C5BE4763AD420D182D7E1A27.jpg
1041223,104年05月26日,"頭城  協天路",公所捕獲,3-7歲,公,黑虎斑,混種狗,大,,無,宜蘭縣動植物防疫所,D-11,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7837,http://asms.wsn.com.tw/Eland/Upload/104-1223/F1475D8919884DC08C00F1ED01FD6BE9.jpg
1041224,104年05月26日,"五結  利澤國中",民眾送交,"1-3 歲",,棕白,混種貓,大,,無,宜蘭縣動植物防疫所,幸福貓舍-,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7838,http://asms.wsn.com.tw/Eland/Upload/104-1224/19B10C609CDC4B51A9DD63BB18E700C7.jpg
1041225,104年05月27日,"五結  季新路",公所捕獲,3-6月齡,母,黑,混種狗,小,,無,宜蘭縣動植物防疫所,C-1,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7839,http://asms.wsn.com.tw/Eland/Upload/104-1225/F3845BF02B86468F9E44649CF3F74D3D.jpg
1041226,104年05月27日,"三星  天山村",公所捕獲,3月齡以下,公,黃白,混種狗,小,,無,宜蘭縣動植物防疫所,保育室-,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7840,http://asms.wsn.com.tw/Eland/Upload/104-1226/BD87ED3EF16548F192AA4384E2D76D17.jpg
1041227,104年05月27日,"三星  天山村",公所捕獲,3月齡以下,母,黃白,混種狗,小,,無,宜蘭縣動植物防疫所,保育室-,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7841,http://asms.wsn.com.tw/Eland/Upload/104-1227/C482C3FB497845FB85CB8E7B12C31F8A.jpg
1041228,104年05月27日,"三星  天山村",公所捕獲,3月齡以下,母,黃,混種狗,小,,無,宜蘭縣動植物防疫所,保育室-,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7842,http://asms.wsn.com.tw/Eland/Upload/104-1228/2FF9D827C6F744CBB855EDD92CE6C92E.jpg
1041229,104年05月27日,"三星  天山村",公所捕獲,3月齡以下,母,黃,混種狗,小,,無,宜蘭縣動植物防疫所,保育室-,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7843,http://asms.wsn.com.tw/Eland/Upload/104-1229/D81BA9E4CE54454795864B786CE4D814.jpg
1041230,104年05月27日,"三星  天山村",公所捕獲,3月齡以下,公,虎斑,混種狗,小,,無,宜蘭縣動植物防疫所,保育室-,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7844,http://asms.wsn.com.tw/Eland/Upload/104-1230/492F524B4A514794B5FDCDF7A6F5E8A2.jpg
1041232,104年05月27日,"三星  天山村",公所捕獲,3月齡以下,公,虎斑,混種狗,小,,無,宜蘭縣動植物防疫所,保育室-,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7846,http://asms.wsn.com.tw/Eland/Upload/104-1232/AC17F45109F54ADFAB28D8D5174EC597.jpg
1041233,104年05月27日,"三星  天山村",公所捕獲,3-7歲,公,黑白,混種狗,大,,無,宜蘭縣動植物防疫所,D-13,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7847,http://asms.wsn.com.tw/Eland/Upload/104-1233/EFC8ACADBF534631A4FE1F8EF322080D.jpg
1041234,104年05月27日,"宜蘭  女中路",本所捕獲,3月齡以下,,棕黑,混種貓,小,,無,宜蘭縣動植物防疫所,幸福貓舍-,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7848,http://asms.wsn.com.tw/Eland/Upload/104-1234/A11E7DF94F5C4934953F3CB73BC7DA53.jpg
1041235,104年05月27日,"宜蘭  女中路",本所捕獲,3月齡以下,,虎斑,混種貓,小,,無,宜蘭縣動植物防疫所,幸福貓舍-,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7849,http://asms.wsn.com.tw/Eland/Upload/104-1235/BC0456E49088429CBEDC494BC59C367E.jpg
1041236,104年05月27日,"頭城  武營",公所捕獲,3月齡以下,,棕黑,混種貓,小,,無,宜蘭縣動植物防疫所,幸福貓舍-,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7850,http://asms.wsn.com.tw/Eland/Upload/104-1236/BB794B7380EE490DA2A3AAB3B3DC7909.jpg
1041237,104年05月27日,"頭城  武營",公所捕獲,3月齡以下,,黃,混種貓,小,,無,宜蘭縣動植物防疫所,幸福貓舍-,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7851,http://asms.wsn.com.tw/Eland/Upload/104-1237/4B81FB92102C49FB960F65B1FD6B09AA.jpg
1041244,104年05月28日,"宜蘭  七張路",民眾棄養,3-7歲,公,黃,混種狗,大,否,15810096516○○○○,宜蘭縣動植物防疫所,D-16,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7858,http://asms.wsn.com.tw/Eland/Upload/104-1244/6921085F4FC74132B5818F3F9BEAC035.jpg
1041245,104年05月28日,"五結  二結派出所",本所捕獲,3月齡以下,母,黑,混種狗,小,,無,宜蘭縣動植物防疫所,保育室-,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7859,http://asms.wsn.com.tw/Eland/Upload/104-1245/2BBEC0C466314C398304A14B5CE53FFC.jpg
1041246,104年05月28日,"宜蘭  縣民大道",公所捕獲,3-6月齡,公,黃,混種狗,中,,無,宜蘭縣動植物防疫所,C-5,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7860,http://asms.wsn.com.tw/Eland/Upload/104-1246/CA44AB0F8EF6443E8EDA581CC7312DFD.jpg
1041247,104年05月28日,"宜蘭  縣民大道",公所捕獲,3-6月齡,公,黃,混種狗,中,,無,宜蘭縣動植物防疫所,C-5,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7861,http://asms.wsn.com.tw/Eland/Upload/104-1247/E114856B355B4F7093CC2C3C61704D57.jpg
1041248,104年05月28日,"員山  員山鄉公所",公所捕獲,3-7歲,母,棕,混種狗,大,,無,宜蘭縣動植物防疫所,E-1,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7862,http://asms.wsn.com.tw/Eland/Upload/104-1248/2AA2BD39EB7B49BFBCF17B5D49AF4054.jpg
1041249,104年05月28日,"冬山  冬山鄉公所",公所捕獲,3月齡以下,母,黑,混種狗,小,,無,宜蘭縣動植物防疫所,保育室-,http://asms.wsn.com.tw/Eland/ieland/el_LoseDetail.aspx?ID=7863,http://asms.wsn.com.tw/Eland/Upload/104-1249/1E07896E457E43BFAFE7157A0233196B.jpg
