收容編號,進所日期,捕獲鄉鎮市,進所原因,年齡,性別,毛色,品種,體型,絕育,晶片號碼,位置,籠舍,照片連結,網頁連結
W04C052103,104年05月21日,東區  仁和路,民眾送交,3月齡以下,母,玳瑁,混種貓,小,,無,臺南市動物之家-灣裡站,CA-6-上層,http://asms.wsn.com.tw/TN/Upload/W04C052103/EE7FC5F734AA4500A0F0B97BF7B2CEE9.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3190&fn=Photo&tn=SheltersReco
W040521-20,104年05月21日,關廟區  東榮里92巷176弄,本所捕獲,1-3 歲,母,黑,混種狗,中,,無,臺南市動物之家-灣裡站,B-1,http://asms.wsn.com.tw/TN/Upload/W040521-20/DFA03FD41E724BC79068FCCF459FA3ED.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3177&fn=Photo&tn=SheltersReco
W040522-09,104年05月22日,安平區  漁光里漁光島,本所捕獲,1-3 歲,母,黃虎斑,混種狗,中,,無,臺南市動物之家-灣裡站,C-15,http://asms.wsn.com.tw/TN/Upload/W040522-09/E99C13F57AF04E419507C00C121ED700.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3200&fn=Photo&tn=SheltersReco
S040522-09,104年05月22日,後壁區,本所捕獲,1-3 歲,公,黑,混種狗,大,否,無,臺南市動物之家-善化站,C區-C25,http://asms.wsn.com.tw/TN/Upload/S040522-09/1C3E655D789D40B2AA2D3EB1730CF290.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3221&fn=Photo&tn=SheltersReco
S040522-06,104年05月22日,楠西區,本所捕獲,1-3 歲,母,白,混種狗,中,否,無,臺南市動物之家-善化站,D區-D10,http://asms.wsn.com.tw/TN/Upload/S040522-06/2206.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3218&fn=Photo&tn=SheltersReco
S040522-13,104年05月22日,官田區,民眾送交,3月齡以下,公,白黑,混種狗,小,否,無,臺南市動物之家-善化站,P區-P13,http://asms.wsn.com.tw/TN/Upload/S040522-13/D56326A4AA6C464B98FECDF61982F9DA.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3223&fn=Photo&tn=SheltersReco
S040522-12,104年05月22日,官田區,民眾送交,3月齡以下,公,黑,混種狗,小,否,無,臺南市動物之家-善化站,P區-P12,http://asms.wsn.com.tw/TN/Upload/S040522-11/8C9C88993B014ABAADA966739A7CCD27.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3222&fn=Photo&tn=SheltersReco
S040522-07,104年05月22日,安南區,本所捕獲,1-3 歲,母,黑,混種狗,中,是,90013800051○○○○,臺南市動物之家-善化站,D區-D11,http://asms.wsn.com.tw/TN/Upload/S040522-07/0DED961970D44C7C83A11B9A9132C3D6.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3219&fn=Photo&tn=SheltersReco
S040522-08,104年05月22日,學甲區,本所捕獲,1-3 歲,母,花,混種狗,中,否,無,臺南市動物之家-善化站,H區-H22,http://asms.wsn.com.tw/TN/Upload/S040522-08/F4808E211EC54F2BBE4C7D89CE81FAC1.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3220&fn=Photo&tn=SheltersReco
W040522-04,104年05月22日,安平區  漁光里漁光島,本所捕獲,1-3 歲,母,黃,混種狗,中,,無,臺南市動物之家-灣裡站,C-5,http://asms.wsn.com.tw/TN/Upload/W040522-04/BCB04451238247F4BBEA8C222BE80878.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3195&fn=Photo&tn=SheltersReco
S040522-18,104年05月22日,後壁區,民眾送交,3月齡以下,公,黃,混種狗,小,否,無,臺南市動物之家-善化站,H區-H9,http://asms.wsn.com.tw/TN/Upload/S040522-18/8B2D7F823B584554B04270FF1B9116B3.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3227&fn=Photo&tn=SheltersReco
W040522-11,104年05月22日,東區  後甲里中華東路一段,本所捕獲,1-3 歲,公,黃白,混種狗,中,,無,臺南市動物之家-灣裡站,C-8,http://asms.wsn.com.tw/TN/Upload/W040522-11/D7FA014EF9A142A3A93FE853C6F78553.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3202&fn=Photo&tn=SheltersReco
W040522-02,104年05月22日,安南區  城中里尊安街59號,本所捕獲,1-3 歲,公,咖啡,混種狗,中,,99000000003○○○○,臺南市動物之家-灣裡站,C-3,http://asms.wsn.com.tw/TN/Upload/W040522-02/25F13268F1894FA4822F238C28EB32CF.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3193&fn=Photo&tn=SheltersReco
S040522-17,104年05月22日,後壁區,民眾送交,3月齡以下,母,黑,混種狗,小,否,無,臺南市動物之家-善化站,H區-H13,http://asms.wsn.com.tw/TN/Upload/S040522-17/8F85B1C017314E9FA17ED83757C529AE.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3226&fn=Photo&tn=SheltersReco
W040522-10,104年05月22日,安平區  漁光里漁光島,本所捕獲,1-3 歲,公,黑,混種狗,中,,無,臺南市動物之家-灣裡站,C-14,http://asms.wsn.com.tw/TN/Upload/W040522-10/BEC8E6F09A26439B99054B98E2C9338C.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3201&fn=Photo&tn=SheltersReco
S040522-16,104年05月22日,官田區,民眾送交,3月齡以下,母,黑白,混種狗,小,否,無,臺南市動物之家-善化站,P區-P9,http://asms.wsn.com.tw/TN/Upload/S040522-16/B013CD83CDEF4D7285F0EFC77624FDA3.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3225&fn=Photo&tn=SheltersReco
W040522-08,104年05月22日,安平區  漁光里漁光島,本所捕獲,1-3 歲,母,黃,混種狗,中,,無,臺南市動物之家-灣裡站,C-12,http://asms.wsn.com.tw/TN/Upload/W040522-08/C5FC74C9DF47438CA947090D38705072.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3199&fn=Photo&tn=SheltersReco
S040522-19,104年05月22日,後壁區,民眾送交,3月齡以下,公,黃,混種狗,小,否,無,臺南市動物之家-善化站,H區-H10,http://asms.wsn.com.tw/TN/Upload/S040522-19/BFC696106DBE4A6C9AAB98013385ECB5.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3228&fn=Photo&tn=SheltersReco
W040522-05,104年05月22日,安平區  安平區漁光里漁光島,本所捕獲,1-3 歲,母,黃虎斑,混種狗,中,,無,臺南市動物之家-灣裡站,B-21,http://asms.wsn.com.tw/TN/Upload/W040522-05/93072531AE7C48638B50D5D081DE0A56.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3196&fn=Photo&tn=SheltersReco
W040522-14,104年05月22日,東區  後甲里中華東路一段,本所捕獲,3月齡以下,公,黑白,混種狗,中,,無,臺南市動物之家-灣裡站,DA-3-1,http://asms.wsn.com.tw/TN/Upload/W040522-14/D9FD646389224B22A1E38B61F4133889.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3205&fn=Photo&tn=SheltersReco
W040522-15,104年05月22日,東區  後甲里中華東路一段,本所捕獲,3月齡以下,公,黑白,混種狗,中,,無,臺南市動物之家-灣裡站,DA-3-1,http://asms.wsn.com.tw/TN/Upload/W040522-15/15.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3206&fn=Photo&tn=SheltersReco
W040522-13,104年05月22日,東區  後甲里中華東路一段,本所捕獲,1-3 歲,母,黑白,混種狗,中,,無,臺南市動物之家-灣裡站,C-11,http://asms.wsn.com.tw/TN/Upload/W040522-13/90AA8197D3A046069B3BCFA6EB9BD510.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3204&fn=Photo&tn=SheltersReco
W040522-16,104年05月22日,東區  後甲里中華東路一段,本所捕獲,3月齡以下,母,黑,混種狗,中,,無,臺南市動物之家-灣裡站,DA-3-1,http://asms.wsn.com.tw/TN/Upload/W040522-16/16076AB738E64D70B7D9EBE0CB110AED.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3207&fn=Photo&tn=SheltersReco
S040523-03,104年05月23日,永康區,民眾棄養,1-3 歲,母,黑白,混種狗,中,否,90013800037○○○○,臺南市動物之家-善化站,A區 -A15,http://asms.wsn.com.tw/TN/Upload/S040523-03/379568DA2A4A4B90BCB4727014723A86.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3231&fn=Photo&tn=SheltersReco
S040523-01,104年05月23日,新營區,民眾送交,3月齡以下,母,黑白,混種狗,小,否,無,臺南市動物之家-善化站,H區-H21,http://asms.wsn.com.tw/TN/Upload/S040523-01/D2A84876743848D9939FE94741E2245F.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3229&fn=Photo&tn=SheltersReco
S040523-02,104年05月23日,新營區,民眾送交,3月齡以下,母,黑白,混種狗,小,否,無,臺南市動物之家-善化站,H區-H21,http://asms.wsn.com.tw/TN/Upload/S040523-02/1D9F968D916C47FBB705B0BD72EA29B8.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3230&fn=Photo&tn=SheltersReco
W040525-02,104年05月25日,七股區  永吉里,本所捕獲,3-6月齡,公,白,混種狗,中,,無,臺南市動物之家-灣裡站,DE-6-2,http://asms.wsn.com.tw/TN/Upload/W040525-02/67BB661C2F9B4D2DAE0032F058A0A710.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3213&fn=Photo&tn=SheltersReco
W04C052505,104年05月25日,北區  北園街,民眾送交,3月齡以下,母,三花,混種貓,小,,無,臺南市動物之家-灣裡站,CA-6-上層,http://asms.wsn.com.tw/TN/Upload/W04C052505/0EC64A695BD04A90BBE3CCDEB6D0F13F.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3240&fn=Photo&tn=SheltersReco
W040525-10,104年05月25日,新化區  清潔隊,民眾送交,3月齡以下,公,黑,混種狗,中,,無,臺南市動物之家-灣裡站,DA-5-1,http://asms.wsn.com.tw/TN/Upload/W040525-10/35B4C59198CB4AC6A685EE99A8521E94.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3237&fn=Photo&tn=SheltersReco
S040525-03,104年05月25日,六甲區,本所捕獲,1-3 歲,母,黑,混種狗,中,,無,臺南市動物之家-善化站,B區-B10,http://asms.wsn.com.tw/TN/Upload/S040525-03/CFACA6AEEC7144BBAD1734DA671C5D28.jpg,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3244&fn=Photo&tn=SheltersReco
W04C052504,104年05月25日,仁德區  中生里,民眾送交,1-3 歲,母,黃虎斑,混種貓,小,,無,臺南市動物之家-灣裡站,CA-2,http://asms.wsn.com.tw/TN/Upload/W04C052504/192D78CD785A40EDB5909F436B049F71.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3239&fn=Photo&tn=SheltersReco
W04C052501,104年05月25日,歸仁區  中正南路1段1207號消防隊,本所捕獲,3月齡以下,公,虎斑,混種貓,小,,無,臺南市動物之家-灣裡站,CA-6-下層,http://asms.wsn.com.tw/TN/Upload/W04C052501/72D002DE0E344ABCA0DE9A742D0785B5.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3211&fn=Photo&tn=SheltersReco
W040525-04,104年05月25日,永康區  新樹里中正北路,本所捕獲,1-3 歲,公,白,狐狸狗,小,,無,臺南市動物之家-灣裡站,D-1,http://asms.wsn.com.tw/TN/Upload/W040525-04/5023117F41A64DAC8AE34126328CC184.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3215&fn=Photo&tn=SheltersReco
S040525-08,104年05月25日,東區,民眾棄養,3-7歲,母,灰白,哈士奇,中,,90013800041○○○○,臺南市動物之家-善化站,A區 -A7,http://asms.wsn.com.tw/TN/Upload/S040525-08/9E5F723D269A4F4E8DE88C12C8364B96.jpg,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3247&fn=Photo&tn=SheltersReco
S040525-04,104年05月25日,東山區,本所捕獲,1-3 歲,母,黑黃,混種狗,中,,無,臺南市動物之家-善化站,C區-C3,http://asms.wsn.com.tw/TN/Upload/S040525-04/4B2C436E82B142278587E15BBA46F02C.jpg,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3245&fn=Photo&tn=SheltersReco
S040525-06,104年05月25日,下營區,本所捕獲,3-7歲,公,黑,混種狗,中,,90013800051○○○○,臺南市動物之家-善化站,B區-B12,http://asms.wsn.com.tw/TN/Upload/S040525-06/DA9A43B129E940D19BD685AC7DB524AA.jpg,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3246&fn=Photo&tn=SheltersReco
W04C052508,104年05月25日,七股區  永吉里,民眾送交,1-3 歲,母,花,混種貓,小,,無,臺南市動物之家-灣裡站,CB-6-1,http://asms.wsn.com.tw/TN/Upload/W04C052508/40159B679D3748AEABDF26FAF66A4AE7.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3243&fn=Photo&tn=SheltersReco
鴿-3,104年05月25日,南區  賢北街,民眾送交,1-3 歲,公,黑白棕,,小,,無,臺南市動物之家-灣裡站,鳥園-鳥園,http://asms.wsn.com.tw/TN/Upload/%e9%b4%bf%e5%ad%90-2/94CB63A107554254A109361CAB6597C1.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3212&fn=Photo&tn=SheltersReco
W040526-03,104年05月26日,永康區  復興里復興路277巷,本所捕獲,1-3 歲,母,黑,混種狗,中,,無,臺南市動物之家-灣裡站,A-17,http://asms.wsn.com.tw/TN/Upload/W040526-03/E7041D1F543D4980A25346EBA887620E.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3250&fn=Photo&tn=SheltersReco
W04C052608,104年05月26日,新化區  中正路,民眾送交,3月齡以下,母,三花,混種貓,小,,無,臺南市動物之家-灣裡站,CA-6-上層,http://asms.wsn.com.tw/TN/Upload/W04C052608/23C7EF205D204FE7B547460F3BC585DD.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3271&fn=Photo&tn=SheltersReco
S040526-05,104年05月26日,學甲區,本所捕獲,1-3 歲,公,黃,混種狗,大,否,無,臺南市動物之家-善化站,B區-B14,http://asms.wsn.com.tw/TN/Upload/S040526-05/FC81BA62704948F5BC070C94F392855C.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3278&fn=Photo&tn=SheltersReco
W04C052605,104年05月26日,南區  鯤鯓路,民眾送交,3月齡以下,母,虎斑,混種貓,小,,無,臺南市動物之家-灣裡站,CA-1-下層,http://asms.wsn.com.tw/TN/Upload/W04C052605/AACD1EA8D9E0459A8DE01901996BC1AF.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3268&fn=Photo&tn=SheltersReco
S040526-10,104年05月26日,西港區,本所捕獲,1-3 歲,母,黑,混種狗,中,否,無,臺南市動物之家-善化站,B區-B3,http://asms.wsn.com.tw/TN/Upload/S040526-10/DDB32CBFE55841D690DF90B1A7965915.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3280&fn=Photo&tn=SheltersReco
S040526-04,104年05月26日,學甲區,本所捕獲,1-3 歲,公,黃,混種狗,大,否,無,臺南市動物之家-善化站,C區-C11,http://asms.wsn.com.tw/TN/Upload/S040526-04/30E709675FB8499697FC2B3F5AF8B6E5.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3277&fn=Photo&tn=SheltersReco
W040526-08,104年05月26日,南區  竹溪里,本所捕獲,1-3 歲,母,黑黃,混種狗,中,,無,臺南市動物之家-灣裡站,DB-4,http://asms.wsn.com.tw/TN/Upload/W040526-08/B060B7B9D85E49F0B89B68CA1C31B9C8.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3256&fn=Photo&tn=SheltersReco
S040526-11,104年05月26日,六甲區,本所捕獲,1-3 歲,母,白,混種狗,大,否,無,臺南市動物之家-善化站,D區-D12,http://asms.wsn.com.tw/TN/Upload/S040526-11/1C58C7EF6B8445F8BAC62C609CF32D11.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3281&fn=Photo&tn=SheltersReco
S040526-13,104年05月26日,東山區,民眾棄養,1-3 歲,公,黑,混種狗,大,否,90013800037○○○○,臺南市動物之家-善化站,B區-B15,http://asms.wsn.com.tw/TN/Upload/S040526-13/9993A8BA2A044CE7813B9EE2F96F7B0C.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3283&fn=Photo&tn=SheltersReco
S040526-12,104年05月26日,東山區,民眾棄養,1-3 歲,公,黃,混種狗,大,否,90013800037○○○○,臺南市動物之家-善化站,B區-B17,http://asms.wsn.com.tw/TN/Upload/S040526-12/546C6E70F7CE4A74BB6836D908BC7442.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3282&fn=Photo&tn=SheltersReco
S040526-06,104年05月26日,學甲區,本所捕獲,1-3 歲,公,黑,混種狗,大,否,無,臺南市動物之家-善化站,C區-C15,http://asms.wsn.com.tw/TN/Upload/S040526-06/0484B90DD1C848419273207B07261EA1.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3279&fn=Photo&tn=SheltersReco
S040526-01,104年05月26日,學甲區,本所捕獲,1-3 歲,公,花,混種狗,大,否,無,臺南市動物之家-善化站,B區-B11,http://asms.wsn.com.tw/TN/Upload/S040526-01/2601.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3274&fn=Photo&tn=SheltersReco
S040526-03,104年05月26日,安定區,本所捕獲,1-3 歲,公,黑,混種狗,大,否,無,臺南市動物之家-善化站,A區 -A16,http://asms.wsn.com.tw/TN/Upload/S040526-03/881DF933442047DEA8F6E0ED5D7645CB.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3276&fn=Photo&tn=SheltersReco
W040527-05,104年05月27日,南區  南區工務局,本所捕獲,1-3 歲,公,黑,混種狗,中,,無,臺南市動物之家-灣裡站,C-4,http://asms.wsn.com.tw/TN/Upload/W040527-05/DF56E06BE7794E449CA1E958475122BB.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3289&fn=Photo&tn=SheltersReco
W040527-20,104年05月27日,南區  健康路,民眾送交,3月齡以下,公,黑,混種狗,中,,無,臺南市動物之家-灣裡站,DE-7-2,http://asms.wsn.com.tw/TN/Upload/W040527-20/4A2C45B617994ECDBC356B45907E2A00.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3300&fn=Photo&tn=SheltersReco
W04C052706,104年05月27日,新化區  中興路,民眾送交,1-3 歲,公,灰虎斑,混種貓,小,,無,臺南市動物之家-灣裡站,CB-6-2,http://asms.wsn.com.tw/TN/Upload/W04C052706/AA95CAFCC264474D90428E601E42E089.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3302&fn=Photo&tn=SheltersReco
W040527-07,104年05月27日,南區  南區工務局,本所捕獲,1-3 歲,母,黑,混種狗,中,,無,臺南市動物之家-灣裡站,B-5,http://asms.wsn.com.tw/TN/Upload/W040527-07/1062B3A5ECEA4D1A84F5084585C85A3F.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3291&fn=Photo&tn=SheltersReco
W040527-03,104年05月27日,安南區  南區體育場遊覽車停車場,本所捕獲,1-3 歲,母,黑,混種狗,中,,無,臺南市動物之家-灣裡站,C-11,http://asms.wsn.com.tw/TN/Upload/W040527-03/AF6F9ACFEE774DED8DDCF086605F467B.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3287&fn=Photo&tn=SheltersReco
W040527-17,104年05月27日,南區  健康路,民眾送交,3月齡以下,母,黑,混種狗,中,,無,臺南市動物之家-灣裡站,DE-7-2,http://asms.wsn.com.tw/TN/Upload/W040527-17/86BD7A6593214144AB6E2445BD1A82DB.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3297&fn=Photo&tn=SheltersReco
W040527-19,104年05月27日,南區  健康路,民眾送交,3月齡以下,公,黑,混種狗,中,,無,臺南市動物之家-灣裡站,DE-6-1,http://asms.wsn.com.tw/TN/Upload/W040527-19/19.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3299&fn=Photo&tn=SheltersReco
S040528-08,104年05月28日,官田區,民眾棄養,1-3 歲,公,黑,混種狗,大,否,無,臺南市動物之家-善化站,D區-D15,http://asms.wsn.com.tw/TN/Upload/S040528-08/6E14462352F347FBA91E19C4603FD55F.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3349&fn=Photo&tn=SheltersReco
W04C052809,104年05月28日,安南區  安中路二段,民眾送交,1-3 歲,公,黑,混種貓,小,,無,臺南市動物之家-灣裡站,CB-3-1,http://asms.wsn.com.tw/TN/Upload/W04C052809/17A10A3980AB4A0A80577D7E0052EB20.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3344&fn=Photo&tn=SheltersReco
W040528-27,104年05月28日,仁德區  成功里,民眾送交,3月齡以下,母,黑白,混種狗,中,,無,臺南市動物之家-灣裡站,DA-1-2,http://asms.wsn.com.tw/TN/Upload/W040528-27/3835CE222E574531BEDC6D21A4389DA9.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3335&fn=Photo&tn=SheltersReco
W040528-24,104年05月28日,南區  中華南路,民眾送交,1-3 歲,母,黑黃腳,混種狗,中,,99000000002○○○○,臺南市動物之家-灣裡站,A-19,http://asms.wsn.com.tw/TN/Upload/W040528-24/AF0A324F5AFA48E48486CF3A86BB566F.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3331&fn=Photo&tn=SheltersReco
W040528-12,104年05月28日,安南區  佃東里公學路四段122巷,本所捕獲,3月齡以下,公,黑,混種狗,中,,無,臺南市動物之家-灣裡站,DA-5-1,http://asms.wsn.com.tw/TN/Upload/W040528-12/F8FDF44837A94B218E701E9F267FAE03.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3320&fn=Photo&tn=SheltersReco
W040528-19,104年05月28日,新化區  中興林場,本所捕獲,1-3 歲,公,黑虎斑,混種狗,中,,無,臺南市動物之家-灣裡站,C-17,http://asms.wsn.com.tw/TN/Upload/W040528-19/D4FD315F2975450EAC58AFB86E90553C.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3327&fn=Photo&tn=SheltersReco
W04C052801,104年05月28日,東區  裕農路,民眾棄養,1-3 歲,母,三花虎斑,混種貓,小,,90012800091○○○○,臺南市動物之家-灣裡站,CA-CA7,http://asms.wsn.com.tw/TN/Upload/W04C052801/C3FB2C539528482981B9AB740CB081A2.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3336&fn=Photo&tn=SheltersReco
W040528-16,104年05月28日,南區  省躬里萬年路,本所捕獲,1-3 歲,母,黑,混種狗,中,,無,臺南市動物之家-灣裡站,B-4,http://asms.wsn.com.tw/TN/Upload/W040528-16/A94A0311A56B40ADB875FEDF5C1C9B1F.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3324&fn=Photo&tn=SheltersReco
W04C052802,104年05月28日,東區  裕農路,民眾棄養,1-3 歲,母,三花虎斑,混種貓,小,,90012800097○○○○,臺南市動物之家-灣裡站,CA-CA7,http://asms.wsn.com.tw/TN/Upload/W04C052802/E2FC862FB3124F14AE2A9CA28D97DDF6.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3337&fn=Photo&tn=SheltersReco
W040528-11,104年05月28日,永康區  佃東里公學路四段122巷\,本所捕獲,3月齡以下,母,黑黃腳,混種狗,中,,無,臺南市動物之家-灣裡站,DA-7-1,http://asms.wsn.com.tw/TN/Upload/W040528-11/784642AD63994563AD576CBEE29617BA.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3319&fn=Photo&tn=SheltersReco
W040528-10,104年05月28日,安南區  佃東里公學路四段122巷\,本所捕獲,3月齡以下,母,黑黃腳,混種狗,中,,無,臺南市動物之家-灣裡站,DA-7-1,http://asms.wsn.com.tw/TN/Upload/W040528-10/99291AD0FB6E492DACFD26EA31A137FA.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3318&fn=Photo&tn=SheltersReco
W040528-26,104年05月28日,仁德區  成功里,民眾送交,3月齡以下,公,黑,混種狗,中,,無,臺南市動物之家-灣裡站,DA-1-2,http://asms.wsn.com.tw/TN/Upload/W040528-26/26.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3334&fn=Photo&tn=SheltersReco
W040528-25,104年05月28日,仁德區  成功里,民眾送交,3月齡以下,公,黑,混種狗,中,,無,臺南市動物之家-灣裡站,DA-1-2,http://asms.wsn.com.tw/TN/Upload/W040528-25/C19C1CB3761E4863A3D67CAA6B806CF6.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3333&fn=Photo&tn=SheltersReco
S040528-10,104年05月28日,善化區,民眾送交,1-3 歲,公,黃,混種狗,大,否,無,臺南市動物之家-善化站,A區 -A17,http://asms.wsn.com.tw/TN/Upload/S040528-10/8E2C7EC3155E4B4DADB2C9B8E8F0FE17.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3351&fn=Photo&tn=SheltersReco
S040528-07,104年05月28日,後壁區,民眾棄養,3月齡以下,母,黑,混種狗,小,否,9900000003○○○○,臺南市動物之家-善化站,H區-H14,http://asms.wsn.com.tw/TN/Upload/S040528-04/8ADA614CB0A3421C9C4578362ED57C15.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3348&fn=Photo&tn=SheltersReco
S040528-01,104年05月28日,後壁區,本所捕獲,1-3 歲,母,黑白,混種狗,大,否,無,臺南市動物之家-善化站,D區-D16,http://asms.wsn.com.tw/TN/Upload/S040528-01/2801.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3345&fn=Photo&tn=SheltersReco
S040528-09,104年05月28日,麻豆區,民眾送交,1-3 歲,公,白,混種狗,大,否,無,臺南市動物之家-善化站,A區 -A3,http://asms.wsn.com.tw/TN/Upload/S040528-09/07E3A9D31D8647428CA747F6BDCC3D94.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3350&fn=Photo&tn=SheltersReco
S040528-03,104年05月28日,佳里區,本所捕獲,1-3 歲,公,黑,混種狗,大,否,無,臺南市動物之家-善化站,B區-B8,http://asms.wsn.com.tw/TN/Upload/S040528-03/AE1DF015C6774042AC7735120258144F.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3347&fn=Photo&tn=SheltersReco
