收容編號,進所日期,捕獲鄉鎮市,進所原因,年齡,性別,毛色,品種,體型,絕育,晶片號碼,位置,籠舍,照片連結,網頁連結
S040528-02,104年05月28日,後壁區,本所捕獲,1-3 歲,母,黑白,混種狗,大,否,無,臺南市動物之家-善化站,D區-D17,http://asms.wsn.com.tw/TN/Upload/S040528-02/8E4A18163DC8472EB3D169D0244E1C63.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3346&fn=Photo&tn=SheltersReco
W04C052902,104年05月29日,關廟區  和平路,民眾送交,1-3 歲,母,虎斑,混種貓,小,,無,臺南市動物之家-灣裡站,CB-4-1,http://asms.wsn.com.tw/TN/Upload/W04C052902/20DA2ECFB10144CBA77E04DEC719A6E0.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3364&fn=Photo&tn=SheltersReco
S040529-06,104年05月29日,學甲區,民眾送交,3月齡以下,公,黑,混種狗,小,否,無,臺南市動物之家-善化站,P區-P16,http://asms.wsn.com.tw/TN/Upload/S040529-06/417210DD94924E9189BCAD4C7F9FC489.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3381&fn=Photo&tn=SheltersReco
S040529-18,104年05月29日,麻豆區,民眾送交,3月齡以下,公,虎斑,混種狗,小,否,無,臺南市動物之家-善化站,P區-P8,http://asms.wsn.com.tw/TN/Upload/S040529-18/AFF2BCF514464B4FB04F007BA4796BA5.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3393&fn=Photo&tn=SheltersReco
S040529-12,104年05月29日,學甲區,民眾送交,3月齡以下,公,白,混種狗,小,否,無,臺南市動物之家-善化站,P區-P11,http://asms.wsn.com.tw/TN/Upload/S040529-12/F3E416A4FFEC403289188D4E519FA4BB.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3387&fn=Photo&tn=SheltersReco
S040529-15,104年05月29日,學甲區,民眾送交,3月齡以下,公,白,混種狗,小,否,無,臺南市動物之家-善化站,H區-H3,http://asms.wsn.com.tw/TN/Upload/S040529-15/5498142411BF45A3A3A88286E824E895.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3390&fn=Photo&tn=SheltersReco
S04C052902,104年05月29日,新營區,民眾送交,3月齡以下,公,虎斑,混種貓,小,否,無,臺南市動物之家-善化站,G區 -G1,http://asms.wsn.com.tw/TN/Upload/S04C052902/83890870B38044DFA89B5760EEF93449.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3395&fn=Photo&tn=SheltersReco
S040529-14,104年05月29日,學甲區,民眾送交,3月齡以下,公,白,混種狗,小,否,無,臺南市動物之家-善化站,H區-H16,http://asms.wsn.com.tw/TN/Upload/S040529-14/D193EC1F00C147658CCFAA87BB08F4BB.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3389&fn=Photo&tn=SheltersReco
S04C052901,104年05月29日,新營區,民眾送交,1-3 歲,母,虎斑,混種貓,大,否,無,臺南市動物之家-善化站,G區 -G1,http://asms.wsn.com.tw/TN/Upload/S04C052901/CBF943BA86B9444C9C4678FA69469EBD.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3394&fn=Photo&tn=SheltersReco
S040529-13,104年05月29日,學甲區,民眾送交,3月齡以下,母,白,混種狗,小,否,無,臺南市動物之家-善化站,H區-H16,http://asms.wsn.com.tw/TN/Upload/S040529-13/B885BFBBFCDD427D9B639C8972C4A2C9.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3388&fn=Photo&tn=SheltersReco
S040529-17,104年05月29日,麻豆區,民眾送交,3月齡以下,公,黃,混種狗,小,否,無,臺南市動物之家-善化站,P區-P7,http://asms.wsn.com.tw/TN/Upload/S040529-17/A88E60DEA9344ED2A6DD78CBF7707CC4.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3392&fn=Photo&tn=SheltersReco
S040529-10,104年05月29日,學甲區,民眾送交,3月齡以下,公,白,混種狗,小,否,無,臺南市動物之家-善化站,P區-P17,http://asms.wsn.com.tw/TN/Upload/S040529-10/1FCDB1130E2144F3B3CA0E8BF6E98A03.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3385&fn=Photo&tn=SheltersReco
S040529-11,104年05月29日,學甲區,民眾送交,3月齡以下,公,白,混種狗,小,否,無,臺南市動物之家-善化站,P區-P1,http://asms.wsn.com.tw/TN/Upload/S040529-11/F60F900055544662B5A40056E7F22A48.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3386&fn=Photo&tn=SheltersReco
S040529-16,104年05月29日,麻豆區,民眾送交,3月齡以下,公,黃,混種狗,小,否,無,臺南市動物之家-善化站,P區-P14,http://asms.wsn.com.tw/TN/Upload/S040529-16/E94F2F73CB374071BC3BDFCD5AC02A5B.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3391&fn=Photo&tn=SheltersReco
S040529-03,104年05月29日,麻豆區,本所捕獲,1-3 歲,母,黑,混種狗,中,否,無,臺南市動物之家-善化站,D區-D1,http://asms.wsn.com.tw/TN/Upload/S040529-03/AD8628A65B2A4C0A9C4A5E7E12812C67.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3378&fn=Photo&tn=SheltersReco
S040529-08,104年05月29日,學甲區,民眾送交,3月齡以下,公,黑,混種狗,小,否,無,臺南市動物之家-善化站,H區-H4,http://asms.wsn.com.tw/TN/Upload/S040529-08/CAD332C5C7AD4395806ACD0D84CC856D.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3383&fn=Photo&tn=SheltersReco
S040529-05,104年05月29日,新營區,民眾棄養,1-3 歲,公,黃,混種狗,大,是,90013800051○○○○,臺南市動物之家-善化站,A區 -A10,http://asms.wsn.com.tw/TN/Upload/S040529-05/C1877D0045004F928F656147EAE0C71E.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3380&fn=Photo&tn=SheltersReco
S040529-07,104年05月29日,學甲區,民眾送交,3月齡以下,母,黑,混種狗,小,否,無,臺南市動物之家-善化站,H區-H3,http://asms.wsn.com.tw/TN/Upload/S040529-07/057586F2BB984895BC01403A1E49D43D.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3382&fn=Photo&tn=SheltersReco
S040529-04,104年05月29日,永康區,民眾棄養,1-3 歲,公,黃,混種狗,中,否,99000000003○○○○,臺南市動物之家-善化站,H區-H5,http://asms.wsn.com.tw/TN/Upload/S040529-04/A34D4C977FBE4A8DBEDF96F4B98E9177.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3379&fn=Photo&tn=SheltersReco
S040529-01,104年05月29日,六甲區,本所捕獲,1-3 歲,公,黑,混種狗,大,否,無,臺南市動物之家-善化站,D區-D19,http://asms.wsn.com.tw/TN/Upload/S040529-01/2902.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3376&fn=Photo&tn=SheltersReco
S040529-02,104年05月29日,柳營區,本所捕獲,1-3 歲,母,花白,混種狗,大,否,無,臺南市動物之家-善化站,D區-D18,http://asms.wsn.com.tw/TN/Upload/S040529-02/E75684E4F1C44643ABFDE2CF2F9C9708.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3377&fn=Photo&tn=SheltersReco
W040529-13,104年05月29日,安平區  區公所,民眾送交,3月齡以下,公,黑黃白,混種狗,中,,無,臺南市動物之家-灣裡站,DA-7-2,http://asms.wsn.com.tw/TN/Upload/W040529-13/7819DCECFB5C464196995B6D5226A534.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3360&fn=Photo&tn=SheltersReco
W04C052904,104年05月29日,歸仁區,民眾送交,1-3 歲,母,玳瑁,混種貓,小,,無,臺南市動物之家-灣裡站,CB-4-1,http://asms.wsn.com.tw/TN/Upload/W04C052904/F20A8F25195340F9A4CE0240BD2FF0FA.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3366&fn=Photo&tn=SheltersReco
W04C052901,104年05月29日,永康區,民眾送交,1-3 歲,母,白虎班,混種貓,小,,無,臺南市動物之家-灣裡站,CB-5-1,http://asms.wsn.com.tw/TN/Upload/W04C052901/546A67D137FC4FA1BB286EA761975CA0.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3363&fn=Photo&tn=SheltersReco
W040529-11,104年05月29日,東區  成大里前鋒路後火車站,本所捕獲,1-3 歲,公,黑黃腳,混種狗,中,,無,臺南市動物之家-灣裡站,B-10,http://asms.wsn.com.tw/TN/Upload/W040529-11/8379D7C0DF3C4774B2792B2753505484.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3358&fn=Photo&tn=SheltersReco
W04C052903,104年05月29日,中西區  民族路二段西華南街口,民眾送交,3月齡以下,母,虎斑,混種貓,小,,無,臺南市動物之家-灣裡站,CA-6-下層,http://asms.wsn.com.tw/TN/Upload/W04C052903/314B9C671B38487B8739C3D50FAA794E.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3365&fn=Photo&tn=SheltersReco
W040529-08,104年05月29日,南區  興農里明興路,本所捕獲,1-3 歲,公,黃棕,混種狗,中,,無,臺南市動物之家-灣裡站,A-5,http://asms.wsn.com.tw/TN/Upload/W040529-08/D5D13830899A4C8AA04971EE81DE5F84.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3355&fn=Photo&tn=SheltersReco
S04C052905,104年05月29日,新營區,民眾送交,3月齡以下,母,虎斑,混種貓,小,否,無,臺南市動物之家-善化站,G區 -G1,http://asms.wsn.com.tw/TN/Upload/S04C052905/AA7373FD08074940B5F2F08CC95C927D.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3398&fn=Photo&tn=SheltersReco
S04C052904,104年05月29日,新營區,民眾送交,3月齡以下,母,虎斑,混種貓,小,否,無,臺南市動物之家-善化站,G區 -G1,http://asms.wsn.com.tw/TN/Upload/S04C052904/2539BFDE4FFB4F0AA2A8A3EE29AA6B6F.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3397&fn=Photo&tn=SheltersReco
W04C052907,104年05月29日,歸仁區,民眾送交,3月齡以下,母,黑白,混種貓,小,,無,臺南市動物之家-灣裡站,CA-3,http://asms.wsn.com.tw/TN/Upload/W04C052907/E542368A59B841FEB5D1997D860E1F2E.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3369&fn=Photo&tn=SheltersReco
W04C052908,104年05月29日,歸仁區,民眾送交,3月齡以下,公,虎斑,混種貓,小,,無,臺南市動物之家-灣裡站,CA-3,http://asms.wsn.com.tw/TN/Upload/W04C052908/0F2DBD1F25EB45D0B78B9563D996D0F7.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3370&fn=Photo&tn=SheltersReco
W04C052909,104年05月29日,歸仁區,民眾送交,3月齡以下,公,虎斑,混種貓,小,,無,臺南市動物之家-灣裡站,CA-3,http://asms.wsn.com.tw/TN/Upload/W04C052909/C4D723C8F5EF446EA63A3DB449F01E2A.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3371&fn=Photo&tn=SheltersReco
W04C052906,104年05月29日,歸仁區,民眾送交,1-3 歲,母,黑白,混種貓,小,,無,臺南市動物之家-灣裡站,CB-4-1,http://asms.wsn.com.tw/TN/Upload/W04C052906/54AFC740981F4A22B8623206CE92E3D0.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3368&fn=Photo&tn=SheltersReco
W040529-14,104年05月29日,關廟區,民眾送交,3月齡以下,公,黃黑背,混種狗,中,,無,臺南市動物之家-灣裡站,A-13,http://asms.wsn.com.tw/TN/Upload/W040529-14/579D1696065745CAAB5AE06660CBAFBF.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3361&fn=Photo&tn=SheltersReco
W040529-07,104年05月29日,仁德區  仁義里中清一街27巷,本所捕獲,1-3 歲,母,黃棕,混種狗,中,,無,臺南市動物之家-灣裡站,C-5,http://asms.wsn.com.tw/TN/Upload/W040529-07/FDD786C68D9A4C81B2B87E76EB23241F.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3354&fn=Photo&tn=SheltersReco
S040530-06,104年05月30日,善化區,民眾送交,1-3 歲,公,白,混種狗,中,否,無,臺南市動物之家-善化站,H區-H24,http://asms.wsn.com.tw/TN,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3403&fn=Photo&tn=SheltersReco
S040530-08,104年05月30日,善化區,民眾送交,1-3 歲,母,白,混種狗,中,否,無,臺南市動物之家-善化站,H區-H23,http://asms.wsn.com.tw/TN,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3405&fn=Photo&tn=SheltersReco
S040530-01,104年05月30日,六甲區,本所捕獲,1-3 歲,母,黃,混種狗,中,否,無,臺南市動物之家-善化站,H區-H31,http://asms.wsn.com.tw/TN/Upload/S040530-01/54517232EE4848A8914C49D0B871E2ED.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3399&fn=Photo&tn=SheltersReco
S040530-02,104年05月30日,六甲區,本所捕獲,1-3 歲,母,黑白,混種狗,中,否,無,臺南市動物之家-善化站,H區-H32,http://asms.wsn.com.tw/TN/Upload/S040530-02/439CCF9C2125429A897683DDF8673676.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3400&fn=Photo&tn=SheltersReco
S040530-07,104年05月30日,善化區,民眾送交,1-3 歲,母,白,混種狗,中,否,無,臺南市動物之家-善化站,H區-H22,http://asms.wsn.com.tw/TN,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3404&fn=Photo&tn=SheltersReco
S040530-04,104年05月30日,新營區,民眾棄養,1-3 歲,母,白花,混種狗,中,是,90013800037○○○○,臺南市動物之家-善化站,B區-B4,http://asms.wsn.com.tw/TN/Upload/S040530-04/6A9A5BF488F546288D389ABC4BED91DF.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3401&fn=Photo&tn=SheltersReco
W04C053002,104年05月30日,東區  衛國街,民眾棄養,1-3 歲,母,黑白,混種貓,小,,99000000003○○○○,臺南市動物之家-灣裡站,CA-2,http://asms.wsn.com.tw/TN/Upload/W04C053002/9407A93557594C39B88DE515B70716D7.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3375&fn=Photo&tn=SheltersReco
W04C053001,104年05月30日,東區  東成街,民眾棄養,1-3 歲,母,三花,混種貓,小,,90013800041○○○○,臺南市動物之家-灣裡站,CA-2,http://asms.wsn.com.tw/TN/Upload/W04C053001/F23C235DD559472D9A2594236AA34F7F.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3372&fn=Photo&tn=SheltersReco
S040530-05,104年05月30日,新營區,民眾棄養,1-3 歲,公,黑白,混種狗,中,是,90013800037○○○○,臺南市動物之家-善化站,B區-B4,http://asms.wsn.com.tw/TN/Upload/S040530-05/3005.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3402&fn=Photo&tn=SheltersReco
W040530-02,104年05月30日,仁德區  文賢路與保安路口,民眾送交,1-3 歲,公,白,狐狸狗,小,,無,臺南市動物之家-灣裡站,代養-代養,http://asms.wsn.com.tw/TN/Upload/W040530-02/1D3ADF458B654C398C8B9E84AE3068A2.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3373&fn=Photo&tn=SheltersReco
S040601-04,104年06月01日,後壁區,本所捕獲,1-3 歲,母,黑,混種狗,中,否,無,臺南市動物之家-善化站,D區-D4,http://asms.wsn.com.tw/TN/Upload/S040601-04/87F80EA3A9904104802450784C424CDB.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3429&fn=Photo&tn=SheltersReco
W040601-07,104年06月01日,安南區  北汕尾路439巷37號,本所捕獲,3月齡以下,母,黑,混種狗,中,,無,臺南市動物之家-灣裡站,DE-3-1,http://asms.wsn.com.tw/TN/Upload/W040601-07/2B6360480FB3405BB011C454953D9BC5.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3412&fn=Photo&tn=SheltersReco
S040601-07,104年06月01日,新市區,民眾送交,1-3 歲,母,黃白,混種狗,大,否,無,臺南市動物之家-善化站,A區 -A20,http://asms.wsn.com.tw/TN/Upload/S040601-07/B89740B1228848F5A0C79B8CBB1C7827.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3431&fn=Photo&tn=SheltersReco
W040601-10,104年06月01日,永康區  光復里復國路,本所捕獲,1-3 歲,母,黑黃,混種狗,中,,90013800051○○○○,臺南市動物之家-灣裡站,大觀-大觀,http://asms.wsn.com.tw/TN/Upload/W040601-10/094DB877A9604403BD1C8BD6F08DB7BF.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3415&fn=Photo&tn=SheltersReco
W040601-04,104年06月01日,安南區  北汕尾路439巷37號,本所捕獲,3月齡以下,公,黑身白腳,混種狗,中,,無,臺南市動物之家-灣裡站,DE-1-1,http://asms.wsn.com.tw/TN/Upload/W040601-04/4526CDF8907142C5B4283F480C706901.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3409&fn=Photo&tn=SheltersReco
W040601-17,104年06月01日,關廟區  埤頭里保東一街188號旁農地,本所捕獲,1-3 歲,母,虎斑,混種狗,中,,無,臺南市動物之家-灣裡站,C-16,http://asms.wsn.com.tw/TN/Upload/W040601-17/BD07A79AC484414389EE8FF2117A17F3.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3422&fn=Photo&tn=SheltersReco
W040601-06,104年06月01日,安南區  北汕尾路439巷37號,本所捕獲,3月齡以下,母,黑,混種狗,中,,無,臺南市動物之家-灣裡站,DE-1-1,http://asms.wsn.com.tw/TN/Upload/w040601-06/6E4689D276B14F77866F4CB6A9616475.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3411&fn=Photo&tn=SheltersReco
W040601-03,104年06月01日,安南區  北汕尾路439巷37號,本所捕獲,3月齡以下,公,黃棕,混種狗,中,,無,臺南市動物之家-灣裡站,DE-3-1,http://asms.wsn.com.tw/TN/Upload/W040601-03/6F626A82E716494F9932F0AC5AFDFE4A.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3408&fn=Photo&tn=SheltersReco
W040601-08,104年06月01日,安南區  四草里大眾一街69號,本所捕獲,1-3 歲,母,黑,混種狗,中,,無,臺南市動物之家-灣裡站,B-8,http://asms.wsn.com.tw/TN/Upload/W040601-08/FD7488B50341491A99EB0AB00D9B8FF7.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3413&fn=Photo&tn=SheltersReco
W040601-05,104年06月01日,安南區  北汕尾路439巷37號,本所捕獲,3月齡以下,公,虎斑,混種狗,中,,無,臺南市動物之家-灣裡站,DE-1-1,http://asms.wsn.com.tw/TN/Upload/W040601-05/6FFA5AAE7D5B45C583AF07C4C2799FD6.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3410&fn=Photo&tn=SheltersReco
W040601-02,104年06月01日,安南區  北汕尾路439巷37號,本所捕獲,1-3 歲,母,虎斑,混種狗,中,,無,臺南市動物之家-灣裡站,B-7,http://asms.wsn.com.tw/TN/Upload/W040601-02/695AEDA857FF46139485CF7489952ECC.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3407&fn=Photo&tn=SheltersReco
S040601-05,104年06月01日,後壁區,本所捕獲,1-3 歲,公,黑,混種狗,中,否,無,臺南市動物之家-善化站,D區-D3,http://asms.wsn.com.tw/TN/Upload/S040601-05/AA5C02641C1446FC9C9F746369636AF4.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3430&fn=Photo&tn=SheltersReco
W040601-13,104年06月01日,仁德區  仁德里文心路,本所捕獲,1-3 歲,公,黑白胸,混種狗,大,,90013800051○○○○,臺南市動物之家-灣裡站,大觀-大觀,http://asms.wsn.com.tw/TN/Upload/W040601-13/75780D28734B4A6B8F118C1D27584FB0.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3418&fn=Photo&tn=SheltersReco
W040601-09,104年06月01日,安南區  四草里大眾一街69號,本所捕獲,3-6月齡,公,黑,混種狗,中,,無,臺南市動物之家-灣裡站,DE-7-1,http://asms.wsn.com.tw/TN/Upload/W040601-09/C27862FA160A4A349EF93E24DCBC1AD0.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3414&fn=Photo&tn=SheltersReco
W04C060101,104年06月01日,東區  大同路2段649號,本所捕獲,3月齡以下,公,虎斑白,混種貓,小,,無,臺南市動物之家-灣裡站,CA-6-上層,http://asms.wsn.com.tw/TN/Upload/w040601-20/63AE84197D5E4293806A54C41DDB2F14.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3425&fn=Photo&tn=SheltersReco
W04C060102,104年06月01日,新化區  中興路,民眾送交,1-3 歲,公,黑,混種貓,小,,無,臺南市動物之家-灣裡站,CB-7-2,http://asms.wsn.com.tw/TN/Upload/W04C060102/9932FF689FC64042BB0A42BAD400DBB0.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3428&fn=Photo&tn=SheltersReco
W040601-21,104年06月01日,北門區  嘉義縣義竹鄉義竹村10鄰,民眾棄養,3-7歲,母,白,混種狗,中,,90013800051○○○○,臺南市動物之家-灣裡站,D-13,http://asms.wsn.com.tw/TN/Upload/W040601-21/51240BBF70674641887A529CD3E972E4.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3427&fn=Photo&tn=SheltersReco
W040601-19,104年06月01日,仁德區  仁德里文心路,本所捕獲,3-6月齡,母,黑,混種狗,中,,無,臺南市動物之家-灣裡站,走道-DV1-1,http://asms.wsn.com.tw/TN/Upload/W040601-19/9C3F42CB056345FEBEC7B3B5B160D5DE.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3424&fn=Photo&tn=SheltersReco
W040602-09,104年06月02日,安南區  國勝橋,本所捕獲,1-3 歲,母,虎斑,混種狗,中,,無,臺南市動物之家-灣裡站,C-7,http://asms.wsn.com.tw/TN/Upload/W040602-09/F3557DAD0988414497587B8E3B5F13B4.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3443&fn=Photo&tn=SheltersReco
S040602-17,104年06月02日,柳營區,民眾送交,3-6月齡,公,黑,混種狗,中,否,無,臺南市動物之家-善化站,H區-H6,http://asms.wsn.com.tw/TN/Upload/S040602-17/5C27FD3440C54A9D9C55AED153982B20.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3460&fn=Photo&tn=SheltersReco
S040602-11,104年06月02日,麻豆區,本所捕獲,3-6月齡,公,黃,混種狗,中,否,無,臺南市動物之家-善化站,D區-D5,http://asms.wsn.com.tw/TN/Upload/S040602-11/01BE060E2CE54F3681BD8F0E1254AB31.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3457&fn=Photo&tn=SheltersReco
W040602-20,104年06月02日,東區  灣裡路,民眾棄養,7歲以上,母,黃,混種狗,大,,020001○○○○,臺南市動物之家-灣裡站,加護照顧-加護照顧,http://asms.wsn.com.tw/TN/Upload/W040602-20/5E6907BF635C4675A487BD4781A53E04.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3446&fn=Photo&tn=SheltersReco
W04C060204,104年06月02日,南區  鯤鯓里,民眾送交,1-3 歲,公,虎斑,混種貓,小,,無,臺南市動物之家-灣裡站,CB-7-2,http://asms.wsn.com.tw/TN/Upload/W04C060204/B2494A86F886497C8AF5373CEF71D4FA.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3449&fn=Photo&tn=SheltersReco
W040602-19,104年06月02日,東區  和平里自由路二段125巷,本所捕獲,3-6月齡,母,黑棕,混種狗,中,,無,臺南市動物之家-灣裡站,走道-DV1-3,http://asms.wsn.com.tw/TN/Upload/W040602-19/C55590EA336C49278E1EF49DA14333F2.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3445&fn=Photo&tn=SheltersReco
S040602-03,104年06月02日,官田區,本所捕獲,1-3 歲,母,虎斑,混種狗,大,否,90012800118○○○○,臺南市動物之家-善化站,A區 -A21,http://asms.wsn.com.tw/TN/Upload/S040602-03/102C00755C784C718CD1579737AF3517.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3451&fn=Photo&tn=SheltersReco
W04C060201,104年06月02日,仁德區  成功里成功一街78號,本所捕獲,3月齡以下,公,黑,混種貓,小,,無,臺南市動物之家-灣裡站,CA-1-上層,http://asms.wsn.com.tw/TN/Upload/W04C060201/3E897F88693A48849E865815FF261F8D.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=3439&fn=Photo&tn=SheltersReco
