收容編號,進所日期,捕獲鄉鎮市,進所原因,年齡,性別,毛色,品種,體型,絕育,晶片號碼,位置,籠舍,url,image_url
052006,104年05月20日,"阿蓮區  復安國小 備註:回壽山",本所捕獲,3月齡以下,母,花,混種貓,小,否,無,燕巢園區,其他-回壽山,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23490&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/052006/065D298636034CE9B7F4E405FD761AEC.JPG
0520C1-1,104年05月20日,"前鎮區  廣西路",本所捕獲,3月齡以下,母,虎斑,混種貓,小,否,無,壽山園區,貓舍-貓房1,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23482&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0520/9B0D8E1808844E38961D6F9D129E3FF0.JPG
051904,104年05月19日,"旗山區  三協里",本所捕獲,6月齡-1歲,母,黑,混種狗,大,否,無,燕巢園區,母舍-母4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23468&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051904/2AC4C9158B1A4DF6B8A1E95C134F0739.JPG
052004,104年05月20日,"阿蓮區  復安國小 備註:回壽山",本所捕獲,3月齡以下,母,黃,混種貓,小,否,無,燕巢園區,其他-回壽山,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23488&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/052004/CEACAA29CBA8411080BF73FB2C6AA1B0.JPG
052012,104年05月20日,"彌陀區  文安里",本所捕獲,3-7歲,公,黑,混種狗,大,否,無,燕巢園區,哺乳區-哺5,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23496&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/052012/6852D31CCC8E4844B83CC745EB89E920.JPG
051902,104年05月19日,"路竹區  新生路",本所捕獲,3-7歲,公,黑,混種狗,大,否,無,燕巢園區,公舍-公4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23466&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051902/47B680D4AFF548F981781602B894CA95.JPG
051905,104年05月19日,"燕巢區  東燕里",本所捕獲,3-6月齡,母,黑,混種狗,中,否,無,燕巢園區,母舍-母4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23469&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051905/6622774941494EDEA93AA16DC8043B67.JPG
052005,104年05月20日,"阿蓮區  復安國小 備註:回壽山",本所捕獲,3月齡以下,公,花,混種貓,小,否,無,燕巢園區,其他-回壽山,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23489&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/052005/2EF524A4CA184D7BB0303486863FBB9D.JPG
0520A22,104年05月20日,"旗津區  旗津三路",民眾棄養,3-7歲,母,黑,洛威納,大,是,無,壽山園區,大犬舍-待22,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23483&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0520A22/8CBAB36CBCC54DA3B3ADD7F83DBBB4F5.JPG
051903,104年05月19日,"燕巢區  東燕里",本所捕獲,"1-3 歲",母,黑,混種狗,大,否,無,燕巢園區,母舍-母4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23467&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051903/66D30D22D738467EAB86EF2487F8A2A2.JPG
051907,104年05月19日,"燕巢區  東燕里",本所捕獲,3-6月齡,母,黑,混種狗,中,否,無,燕巢園區,母舍-母4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23471&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051907/8A7C9A9A0A1243DF935B165D4D38ABF7.JPG
051908,104年05月19日,"燕巢區  東燕里",本所捕獲,3-6月齡,母,黑,混種狗,中,否,無,燕巢園區,隔離區-隔13,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23472&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051908/E51576CD0CDA4C0F8107306455144E1D.JPG
0519A19,104年05月19日,"大樹區  竹寮路",本所捕獲,"1-3 歲",母,黑,混種狗,大,否,無,壽山園區,大犬舍-待19,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23462&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0519A19/49C00FA786D94728927E86D7563E8925.JPG
0519C3,104年05月19日,"苓雅區  漢昌街",本所捕獲,"1-3 歲",母,花,混種貓,大,否,無,壽山園區,貓舍-貓房3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23474&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0519C3/16584D25012047E1AEE10877D8D31FE1.JPG
0519D8-2,104年05月19日,"楠梓區  金田路",民眾送交,3月齡以下,公,黃,混種貓,小,否,無,壽山園區,貓舍-備8,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23453&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0519D8-2/4AA7F9BACF8542B38FEA8349F36C5E35.JPG
0519A12,104年05月19日,"鼓山區  銀川街",本所捕獲,"1-3 歲",母,黑,混種狗,大,否,90012800049○○○○,壽山園區,大犬舍-待12,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23457&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0519A12/174A44CAF4D64779841450C8F2D06551.JPG
0519A2,104年05月19日,"鹽埕區  大公路",本所捕獲,"1-3 歲",公,花,混種狗,大,否,無,壽山園區,大犬舍-待2,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23458&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0519A2/9E0A196F833E4E0783FF6510CD72088F.JPG
0519D-3,104年05月19日,"前鎮區  瑞隆東路",本所捕獲,3月齡以下,公,黃,混種貓,小,否,無,壽山園區,貓舍-備9,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23477&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0519D-3/806F39EB187B49DEA1891300704F11FA.JPG
0519D8-3,104年05月19日,"楠梓區  金田街",民眾送交,3月齡以下,母,黃,混種貓,小,否,無,壽山園區,貓舍-備8,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23454&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0519D8-3/9D271717520F4395B15E8CD7E35501E1.JPG
0519A16,104年05月19日,"左營區  世運大道",本所捕獲,"1-3 歲",母,黑,混種狗,大,否,無,壽山園區,大犬舍-待16,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23459&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0519A16/EA7EB2328CBB4C63AC389787561D6015.JPG
0519A23,104年05月19日,"大樹區  竹寮路",本所捕獲,3-7歲,母,黑,混種狗,大,否,無,壽山園區,大犬舍-待23,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23463&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0514A23/71AEAABE8E6141D5BD1BD4E3F302C5CF.JPG
0519D7-1,104年05月19日,長明街,民眾送交,3月齡以下,母,花,混種貓,小,否,無,壽山園區,貓舍-備7,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23449&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0519D7-1/CC9B6A028F354356900ADFAFE4FF8195.JPG
0519D8-4,104年05月19日,"楠梓區  金田街",民眾送交,3月齡以下,母,黃,混種貓,小,否,無,壽山園區,貓舍-備8,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23455&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0519D8-4/34D401BA28B24B848EE748CE68953B61.JPG
0519D8-5,104年05月19日,"楠梓區  金田街",民眾送交,3月齡以下,母,花,混種貓,小,否,無,壽山園區,貓舍-備8,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23456&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0519D8-5/8DC8DE09ABBB494CAA0095E6BBC25865.JPG
0519J3-1,104年05月19日,"大寮區  光華路",本所捕獲,3月齡以下,母,黃,混種狗,小,否,無,壽山園區,熟區-熟3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23461&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0519J3-1/8FE4F09ACEDC405A8AB0229D8F7B951C.JPG
051805,104年05月18日,"燕巢區  中興路",民眾送交,3月齡以下,母,黃,混種狗,小,否,無,燕巢園區,認養區-認5,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23429&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051805/2BCA4FF527A34E6BA3969672881162DB.JPG
051808,104年05月18日,"旗山區  中洲里",本所捕獲,"1-3 歲",母,虎斑,混種狗,大,否,無,燕巢園區,運動場-運4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23432&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051808/F2B0EEC97E8144C4B1E3AA0473280982.JPG
0519D9-1,104年05月19日,"前鎮區  瑞隆東路",本所捕獲,3月齡以下,母,虎斑,混種貓,小,否,無,壽山園區,貓舍-備9,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23475&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0519D9-1/E7A70734335E4FD1A461162C5549A402.JPG
0519J3-2,104年05月19日,"大寮區  光華路",本所捕獲,3月齡以下,母,黃,混種狗,小,否,無,壽山園區,熟區-熟3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23460&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0519J3-2/C5A9FD8F257C4298B6E4D8C5266C9D11.JPG
051806,104年05月18日,"燕巢區  中興路",民眾送交,3月齡以下,公,黃,混種狗,小,否,無,燕巢園區,認養區-認5,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23430&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051806/98F61F9E289B4130A333ED4D15915A19.JPG
051809,104年05月18日,"阿蓮區  民族路",本所捕獲,3-7歲,母,黃,混種狗,大,否,無,燕巢園區,隔離區-隔16,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23433&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051809/A097D87DCEDD4665A0641C82A0C7E3EF.JPG
0519D9-5,104年05月19日,"前鎮區  瑞隆東路",本所捕獲,3月齡以下,母,虎斑,混種貓,小,否,無,壽山園區,貓舍-備9,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23479&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0519D9-5/D9-5.JPG
051804,104年05月18日,"燕巢區  中興路",民眾送交,3月齡以下,母,黃,混種狗,小,否,無,燕巢園區,認養區-認5,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23428&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051804/60FD3B4357724DFDB4E300F5B6A62AFE.JPG
051807,104年05月18日,"燕巢區  中興路",民眾送交,3月齡以下,母,黃,混種狗,小,否,無,燕巢園區,認養區-認5,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23431&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051807/3CEF0CCE5425443BBE6F36057EF9BED5.JPG
051810,104年05月18日,"路竹區  保安路",本所捕獲,7歲以上,公,黑,混種狗,大,是,03730○○○○,燕巢園區,哺乳區-哺4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23434&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051810/CCC55B745A854FA5937F90101A5D1E7B.JPG
051813,104年05月18日,"永安區  永工路 備註:回壽山",民眾送交,3月齡以下,母,黑,混種貓,小,否,無,燕巢園區,其他-回壽山,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23439&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0518/BF8DEB3D0A5449CD8EFC72708995D2AC.JPG
051816,104年05月18日,"永安區  永工路 備註:回壽山",民眾送交,3月齡以下,母,黑,混種貓,小,否,無,燕巢園區,其他-回壽山,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23442&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051816/32897B4796454EE6AD57A2AA8226046E.JPG
0518A10,104年05月18日,"左營區  軍區",民眾送交,"1-3 歲",公,黃,混種狗,大,否,無,壽山園區,大犬舍-待10,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23423&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0518A10/7BE085A42D104ED3932012577618544F.JPG
0518A13,104年05月18日,"鳳山區  國慶街",本所捕獲,3-7歲,母,黑,混種狗,大,否,無,壽山園區,大犬舍-待13,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23447&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0518A13/4C5139ABDB3A43D991803A83C274C7BC.JPG
051814,104年05月18日,"永安區  永工路 備註:回壽山",民眾送交,3月齡以下,母,虎斑,混種貓,小,否,無,燕巢園區,其他-回壽山,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23440&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051814/E2BCAE27BA124F6CA77053F95B6FCD80.JPG
051817,104年05月18日,"永安區  永工路 備註:回壽山",民眾送交,3月齡以下,母,黑,混種貓,小,否,無,燕巢園區,其他-回壽山,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23443&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051817/5CD4542C28E8479DB7CDB1500256A031.JPG
0518A10-1,104年05月18日,"鳳山區  福祥街",民眾棄養,"1-3 歲",公,花,混種狗,大,否,無,壽山園區,大犬舍-待10,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23426&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0518A10-1/954B6794CCA544C195A04D9782AC6F6F.JPG
0518F,104年05月18日,"前鎮區  二聖一路",本所捕獲,3-6月齡,公,花,混種狗,小,否,無,壽山園區,醫務室-醫內2,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23445&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0518F/8F775141193348218FD0B7B6D1D6C5E1.JPG
051815,104年05月18日,"永安區  永工路 備註:回壽山",民眾送交,3月齡以下,母,虎斑,混種貓,小,否,無,燕巢園區,其他-回壽山,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23441&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051815/71B76BFE7C244246BEBFFD1456CBEC58.JPG
0518A1,104年05月18日,"鳳山區  忠義街",本所捕獲,3-7歲,公,黃,拉不拉多,大,否,96500000028○○○○,壽山園區,大犬舍-待1,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23444&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0518A1/7D1B11FCEC914844BA586D74C1F3F331.JPG
0518A12,104年05月18日,"左營區  軍區",民眾送交,3月齡以下,母,棕,混種狗,大,否,99000000002○○○○,壽山園區,大犬舍-待17,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23425&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0518A12/03A9AA8A498140489D019B7D722371C3.JPG
0518G5,104年05月18日,"小港區  沿海二路",本所捕獲,3-6月齡,公,黃,混種狗,小,否,無,壽山園區,大犬舍-哺5,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23424&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0518G5/49CEC8853A9A4C13B9683A72A449AC2F.JPG
0518Q7,104年05月18日,平等路,民眾棄養,3月齡以下,母,黃,混種狗,小,否,90013800047○○○○,壽山園區,保區-保7,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23422&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0518Q7/460FAC2658AC430CAA6D0AEB607B9257.JPG
0516A20,104年05月16日,"彌陀區  中正路",本所捕獲,3-7歲,母,黃,混種狗,大,否,無,壽山園區,大犬舍-待20,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23414&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0516A20/53581E12FF3144FDA60B9CC301F3CC32.JPG
051506,104年05月15日,"阿蓮區  復安里 備註:回壽山",本所捕獲,3-7歲,母,虎斑,混種貓,大,否,無,燕巢園區,其他-回壽山,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23406&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051506/3E8C13C817A549FA95B14D7D23FADC1D.JPG
0515B1-2-2,104年05月15日,"仁武區  八德西路",本所捕獲,3月齡以下,母,虎斑,混種狗,小,否,無,壽山園區,小木屋-領1-2,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23392&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0515B1-2-2/C7240E655C6A419B848E0BCCE5D10C90.JPG
0517A10,104年05月17日,"永安區  復興路與保安路口",本所捕獲,3-7歲,公,黃,混種狗,大,否,無,壽山園區,大犬舍-待10,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23419&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0517A10/A70B7D07694944AD9265C66B4F63CDEA.JPG
0516C4,104年05月16日,"苓雅區  福隆里",本所捕獲,"1-3 歲",母,虎斑,混種貓,大,否,無,壽山園區,貓舍-貓房4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23416&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0516C4/3263ABCDA9774151B7E391737BC19AE2.JPG
0515B1-1-1,104年05月15日,"仁武區  八德西路",本所捕獲,3月齡以下,公,黑,混種狗,小,否,無,壽山園區,小木屋-領1-1,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23396&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0515B1-1-1/20AE2400257F4396BAAA9635762EDA17.JPG
0515C1-2,104年05月15日,"苓雅區  中正一路",本所捕獲,3月齡以下,公,黃,混種貓,小,否,無,壽山園區,貓舍-貓房1,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23398&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0515C1-2/C0C707E84E0543BE9B3F049185DAC99C.JPG
0516A1,104年05月16日,"楠梓區  海專路",民眾送交,6月齡-1歲,公,花,混種狗,中,否,90013800046○○○○,壽山園區,大犬舍-待1,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23413&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0516A1/9C9E39194E254BD5B3DA3B4D13CABDDA.JPG
051501,104年05月15日,"燕巢區  南燕里",本所捕獲,3-6月齡,母,黑,混種狗,中,否,無,燕巢園區,運動場-運4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23400&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051501/14E0F85E337D43EF90055310602A02EB.JPG
0515B1-1-2,104年05月15日,"仁武區  八德西路",本所捕獲,3月齡以下,公,黑,混種狗,小,否,無,壽山園區,小木屋-領1-1,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23395&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0515B1-1-2/8F59B79466F34AB1A68E3968562D3C30.JPG
0515F,104年05月15日,"左營區  新莊仔路",民眾棄養,3-6月齡,母,黑,混種貓,小,否,90013800047○○○○,壽山園區,醫務室-醫道5下,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23402&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0515F/5631DBF1B7EC4D93B1DB3110339B9374.JPG
0515G3,104年05月15日,"仁武區  新庄路",本所捕獲,3月齡以下,母,黑,混種狗,小,否,無,壽山園區,大犬舍-哺3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23391&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0515G3/8ABE15F3AC1F40F6B43CF8562C8DCEB0.JPG
051404,104年05月14日,"路竹區  AH回場 備註:截肢 回壽山",本所捕獲,"1-3 歲",母,黑,混種狗,大,否,無,燕巢園區,其他-回壽山,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23384&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051404/11C55FDA6F7D4CFF9B14E7ADF1A6F2FC.JPG
051302,104年05月13日,"茄萣區  尚禮街",本所捕獲,3-7歲,公,黑,混種狗,大,否,無,燕巢園區,隔離區-隔5,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23369&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051302/CB9E6A4D09CB4AF781B09C1B451F76FB.JPG
0513G3-1,104年05月13日,"仁武區  新庄街",本所捕獲,3月齡以下,公,棕,混種狗,小,否,無,壽山園區,大犬舍-哺3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23366&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0513G3-1/9ABE9BC2F1EA401B84C48C6A8AC87478.JPG
0515G4,104年05月15日,"苓雅區  三多二路",本所捕獲,"1-3 歲",母,黃,混種狗,大,否,無,壽山園區,大犬舍-哺4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23411&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0515G4/65424B434CF04D0BB1F95AA3E051DEAE.JPG
0514C4-9,104年05月14日,"大寮區  上寮路",本所捕獲,3-7歲,母,黑,混種貓,大,否,無,壽山園區,貓舍-貓房4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23389&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0514C4-9/8889AE4A1D074D299F7446A6C80D092C.JPG
0513D9-1,104年05月13日,"鳳山區  忠義街",本所捕獲,3月齡以下,公,黑,混種貓,小,否,無,壽山園區,貓舍-備9,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23364&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0513D9-1/C75480511F574DD8A2A4DA4E439503D6.JPG
0513G3-2,104年05月13日,"仁武區  新庄路",本所捕獲,3月齡以下,母,黑,混種狗,小,否,無,壽山園區,大犬舍-哺3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23365&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0513G3-2/567241ED75D74672AB885BB4242BC273.JPG
051401,104年05月14日,"旗山區  太平里",本所捕獲,"1-3 歲",母,黃,混種狗,大,否,無,燕巢園區,運動場-運4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23379&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051401/CC13597B542E4DE9AA3AFE775D564C7A.JPG
051301,104年05月13日,"旗山區  太平里",本所捕獲,"1-3 歲",公,黑,混種狗,大,否,無,燕巢園區,隔離區-隔1,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23367&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051301/AAE71E099E8645098981D35CDAEC489D.JPG
0513D9-2,104年05月13日,"鳳山區  忠義街",本所捕獲,3月齡以下,母,黑,混種貓,小,否,無,壽山園區,貓舍-備9,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23363&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0513D5-2/A1D8F80C2BD9484C9A90C9D49A5A1958.JPG
0513J7-1,104年05月13日,"大寮區  建業路",本所捕獲,3月齡以下,公,花,混種狗,小,否,無,壽山園區,熟區-熟7,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23370&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0513J7-1/8882435EB87141BCA6E5C2D0A58B0987.JPG
0513J8-1,104年05月13日,"大寮區  建業路",本所捕獲,3月齡以下,母,棕,混種狗,小,否,無,壽山園區,熟區-熟8,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23372&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0513J8-1/7DE60D01467C4029A82647E66EDF85AD.JPG
051203,104年05月12日,"永安區  火力發電場",民眾送交,"1-3 歲",母,白,混種狗,大,否,無,燕巢園區,運動場-運4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23336&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051203/E660CE0D7399437880A14691FD05B9E4.JPG
051209,104年05月12日,"旗山區  東平里",本所捕獲,6月齡-1歲,母,花,混種狗,大,否,無,燕巢園區,運動場-運4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23342&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051209/5E33CF14B4454AB2BF625508F621CB10.JPG
051212,104年05月12日,"岡山區  和平公園",本所捕獲,3月齡以下,母,黑,混種狗,小,否,無,燕巢園區,隔離區-隔3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23345&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051212/35B6D7DFF26F49878AE352ADD833A727.JPG
051201,104年05月12日,"永安區  火力發電場",民眾送交,3-7歲,公,黃,混種狗,大,否,無,燕巢園區,隔離區-隔2,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23334&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051201/F0ED71E7A9744A1FBC413EE592FC293D.JPG
051206,104年05月12日,"永安區  火力發電場",民眾送交,"1-3 歲",母,黃,混種狗,大,否,無,燕巢園區,運動場-運4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23339&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051206/788706BCD32D46348C3EE62CAE6B4310.JPG
